ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
05175,광진구,광진구청 [05175],9.774,6.684,14.118,6.684
05176,광진구,자양사거리 [05176],9.777,6.498,14.027,6.498
05177,광진구,자양사거리 [05177],9.756,6.463,13.996,6.463
05185,광진구,국민은행자양지점앞 [05185],9.909,6.045,13.879,6.045
05187,광진구,자양아파트앞 [05187],10.143,6.31,14.165,6.31
05188,광진구,자양동잠실대교북단 [05188],10.128,6.376,14.19,6.376
05189,광진구,신자초등학교앞 [05189],9.437,5.523,13.299,5.523
05194,광진구,자양동잠실대교북단 [05194],10.248,6.393,14.274,6.393
05201,광진구,신양초등학교앞 [05201],8.78,5.519,12.85,5.519
05203,광진구,뚝도변전소앞 [05203],8.698,5.595,12.832,5.595
05204,광진구,건대역 [05204],8.699,5.877,12.978,5.877
05210,광진구,자양우성아파트앞 [05210],9.163,5.679,13.198,5.679
05212,광진구,자양고교앞 [05212],8.947,5.604,13.011,5.604
05218,광진구,건대로데오거리입구 [05218],8.678,5.921,12.986,5.921
05220,광진구,영동대교북단 [05220],8.046,5.235,12.166,5.235
05222,광진구,신양초등학교앞 [05222],8.72,5.346,12.716,5.346
05223,광진구,자양4동주민센터앞 [05223],8.694,5.307,12.677,5.307
05226,광진구,광진광장 [05226],8.507,6.759,13.278,6.759
05231,광진구,어린이대공원역3번출구 [05231],8.842,6.867,13.569,6.867
05234,광진구,어린이대공원역.화양천주교회 [05234],8.735,6.704,13.414,6.704
05237,광진구,군자교남단 [05237],8.422,7.725,13.658,7.725
05247,광진구,장안초등학교 [05247],8.416,6.81,13.236,6.81
05249,광진구,화양사거리 [05249],8.248,6.676,13.049,6.676
05250,광진구,화양리 [05250],8.501,6.787,13.286,6.787
05251,광진구,어린이대공원앞.세종대학교 [05251],8.793,7.144,13.665,7.144
05258,광진구,어린이대공원후문 [05258],10.073,8.091,14.988,8.091
05261,광진구,제일은행사거리 [05261],9.282,5.745,13.313,5.745
05265,강동구,광진청소년수련관 [05265],11.462,8.695,16.172,8.695
05272,광진구,구의3동주민센터 [05272],10.551,7.333,14.941,7.333
05695,광진구,✈️ 광진구의회 [05695],8.701,5.853,12.967,5.853
05697,광진구,✈️ 건국대학교 [05697],8.706,6.294,13.194,6.294
05698,광진구,✈️ 세종대학교 [05698],8.801,7.161,13.678,7.161
05699,광진구,✈️ 세종대학교 [05699],8.841,7.185,13.718,7.185
06101,동대문구,신설동역 [06101],4.352,8.737,10.78,4.352
06102,동대문구,신설동역 [06102],4.377,8.713,10.794,4.377
06103,동대문구,용두동한국의류시험연구원 [06103],4.683,8.854,11.104,4.683
06104,동대문구,용두로타리한국의류시험연구원 [06104],4.706,8.826,11.115,4.706
06106,동대문구,제기역약령시장 [06106],5.356,8.95,11.707,5.356
06107,성북구,신설동역1번출구 [06107],4.164,8.763,10.627,4.164
06112,동대문구,청량리미주상가앞 [06112],6.389,9.506,12.744,6.389
06113,동대문구,서울성심병원 [06113],6.685,9.823,13.083,6.685
06118,동대문구,삼육서울병원 [06118],7.742,10.622,14.174,7.742
06121,중랑구,중랑교 [06121],8.276,10.919,14.691,8.276
06126,동대문구,외대앞 [06126],7.904,11.227,14.458,7.904
06129,중랑구,이문동교회 [06129],8.326,11.781,14.934,8.326
06130,중랑구,의릉입구 [06130],8.505,12.168,15.163,8.505
06131,중랑구,의릉입구 [06131],8.5,12.13,15.151,8.5
06133,중랑구,한천로쌍용아파트앞 [06133],8.708,11.754,15.251,8.708
06134,중랑구,이문동삼익아파트 [06134],8.556,11.328,15.025,8.556
06136,중랑구,동일스위트리버아파트.휘봉고교 [06136],8.271,10.605,14.6,8.271
06137,중랑구,휘경유수지견인차고지앞 [06137],8.361,10.694,14.698,8.361
06140,동대문구,서울준법지원센터.동성빌라 [06140],8.172,10.359,14.449,8.172
06141,동대문구,서울준법지원센터.동성빌라 [06141],8.199,10.38,14.477,8.199
06142,동대문구,휘경여중고휘경주공아파트앞 [06142],8.169,10.078,14.36,8.169
06143,동대문구,휘경여중고휘경주공아파트 [06143],8.181,10.04,14.358,8.181
06144,동대문구,장안동현대아파트앞 [06144],8.127,9.791,14.234,8.127
06145,동대문구,전곡시장앞 [06145],8.015,9.507,14.052,8.015
06147,동대문구,답십리촬영소.우성그린아파트 [06147],7.889,9.162,13.831,7.889
06148,동대문구,촬영소사거리 [06148],7.886,9.094,13.805,7.886
06149,동대문구,풍안시장.동답초교 [06149],7.738,8.792,13.578,7.738
06150,동대문구,동답한신동아아파트 [06150],7.608,8.601,13.404,7.608
06152,동대문구,동아.위더스빌아파트 [06152],7.431,8.241,13.125,7.431
06153,동대문구,동아.위더스빌아파트 [06153],7.396,8.213,13.087,7.396
06154,동대문구,하나은행장안동지점 [06154],7.116,7.778,12.688,7.116
06157,동대문구,고미술상가 [06157],7.004,7.762,12.593,7.004
06158,동대문구,답십리역.동부시장 [06158],6.578,8.019,12.362,6.578
06159,동대문구,신답역앞 [06159],6.119,8.291,12.101,6.119
06160,동대문구,동대문구청.용두역4번출구 [06160],5.505,8.467,11.662,5.505
06161,동대문구,용두역 [06161],5.302,8.502,11.505,5.302
06162,동대문구,용두동신동아아파트 [06162],4.822,8.445,11.079,4.822
06163,동대문구,동대문우체국.서울풍물시장 [06163],4.219,8.551,10.601,4.219
06164,동대문구,동대문구청.용두역3번출구 [06164],5.425,8.685,11.675,5.425
06165,동대문구,동대문구청.용신동주민센터 [06165],5.455,8.801,11.74,5.455
06166,동대문구,동대문구청.용신동주민센터 [06166],5.39,8.656,11.635,5.39
06167,동대문구,경동시장앞 [06167],5.64,9.403,12.088,5.64
06170,동대문구,홍파초등학교 [06170],5.764,9.793,12.3,5.764
06171,동대문구,홍파초등학교 [06171],5.742,9.797,12.283,5.742
06172,동대문구,제기동한신아파트앞 [06172],5.793,10.016,12.381,5.793
06173,동대문구,고려대역.고대앞삼거리 [06173],5.784,10.21,12.417,5.784
06174,동대문구,고려대역.고대앞삼거리 [06174],5.748,10.133,12.369,5.748
06177,동대문구,안암오거리 [06177],4.922,9.405,11.475,4.922
06180,동대문구,용두시장앞 [06180],4.836,9.034,11.292,4.836
06181,동대문구,용두시장앞 [06181],4.819,9.025,11.275,4.819
06182,동대문구,서울시동부병원 [06182],4.751,8.676,11.102,4.751
06183,동대문구,서울시동부병원 [06183],4.781,8.71,11.14,4.781
06184,동대문구,동아제약앞 [06184],4.684,8.31,10.91,4.684
06185,동대문구,동아제약앞 [06185],4.711,8.324,10.938,4.711
06186,동대문구,떡전교앞 [06186],6.908,9.924,13.296,6.908
06187,동대문구,떡전교앞 [06187],6.889,9.891,13.271,6.889
06195,동대문구,미드카운티아파트.청솔우성아파트 [06195],7.059,8.872,13.075,7.059
06198,동대문구,답십리초등학교.현대시장 [06198],6.994,8.268,12.793,6.994
06204,동대문구,동대문중학교 [06204],6.755,8.879,12.835,6.755
06205,동대문구,동대문중학교 [06205],6.701,8.779,12.755,6.701
06206,동대문구,전농래미안크레시티아파트 [06206],6.937,9.058,13.043,6.937
06208,동대문구,전농사거리 [06208],7.265,9.308,13.391,7.265
06211,동대문구,"배봉초등학교,전농우성아파트 [06211]",8.004,9.619,14.081,8.004
06212,동대문구,장안2동주민센터 [06212],8.271,9.759,14.336,8.271
06214,중랑구,장안교앞 [06214],8.596,9.968,14.659,8.596
06215,중랑구,장안교은석초등학교 [06215],8.658,9.99,14.714,8.658
06216,동대문구,청량리역6번출구 [06216],5.954,9.03,12.233,5.954
06217,동대문구,청량리역6번출구 [06217],5.949,9.014,12.224,5.949
06218,동대문구,롯데캐슬노블레스 [06218],6.304,8.829,12.452,6.304
06220,동대문구,래미안크레시티.답십리도서관 [06220],6.442,8.755,12.537,6.442
06222,동대문구,답십리래미안위브아파트 [06222],6.818,8.664,12.807,6.818
06223,동대문구,답십리래미안미드카운티 [06223],6.885,8.705,12.875,6.885
06224,동대문구,답십리종합상가 [06224],6.982,8.708,12.954,6.982
06227,동대문구,답십리2동한양아파트앞 [06227],7.394,8.832,13.325,7.394
06228,동대문구,답십리2동한양아파트앞 [06228],7.372,8.854,13.316,7.372
06229,동대문구,동답한신.대림아파트동대문체육관 [06229],7.601,8.904,13.513,7.601
06231,동대문구,촬영소사거리.세양청마루아파트앞 [06231],7.743,8.979,13.651,7.743
06232,동대문구,동대문구.성동구선거관린위원회 [06232],7.988,9.033,13.862,7.988
06233,동대문구,동대문구.성동구선거관린위원회 [06233],7.962,9.051,13.848,7.962
06234,동대문구,장안사거리 [06234],8.177,9.12,14.038,8.177
06235,동대문구,국민은행장안동지점 [06235],8.453,9.217,14.285,8.453
06237,동대문구,장안동근린공원 [06237],8.379,9.659,14.386,8.379
06238,동대문구,장안동근린공원 [06238],8.434,9.775,14.468,8.434
06242,동대문구,새서울병원 [06242],8.328,9.233,14.196,8.328
06244,동대문구,장안동삼성쉐르빌아파트 [06244],8.21,9.002,14.02,8.21
06245,동대문구,힐스테이트장안센트럴 [06245],8.142,8.813,13.896,8.142
06246,동대문구,현대벤처빌 [06246],8.07,8.715,13.803,8.07
06247,동대문구,현대벤처빌 [06247],8.057,8.642,13.765,8.057
06248,동대문구,우리은행장안지점앞 [06248],7.917,8.398,13.562,7.917
06249,동대문구,우리은행장안지점앞 [06249],7.91,8.315,13.523,7.91
06250,동대문구,북한연구소앞 [06250],7.784,8.044,13.316,7.784
06251,동대문구,장한평역 [06251],7.684,7.881,13.171,7.684
06252,동대문구,장한평역 [06252],7.727,7.914,13.218,7.727
06253,중랑구,신이문역 [06253],8.9,12.174,15.502,8.9
06254,중랑구,이문동현대아파트앞 [06254],9.041,12.079,15.602,9.041
06255,중랑구,이문동현대아파트 [06255],9.058,12.071,15.614,9.058
06256,중랑구,휘경2동주민센터 [06256],8.396,10.922,14.789,8.396
06257,중랑구,휘경2동주민센터 [06257],8.391,10.898,14.778,8.391
06258,중랑구,동부아동보호전문기관.동대부중고 [06258],8.758,9.774,14.717,8.758
06259,중랑구,장안삼성래미안2차아파트 [06259],8.751,9.57,14.639,8.751
06260,광진구,장안삼성래미안2차아파트.성복교회 [06260],8.748,9.396,14.574,8.748
06262,광진구,구민회관앞 [06262],8.465,8.642,14.073,8.465
06276,동대문구,국방연구원 [06276],6.236,10.466,12.866,6.236
06278,동대문구,세종대왕기념관 [06278],6.257,10.307,12.848,6.257
06279,동대문구,세종대왕기념관 [06279],6.3,10.377,12.901,6.3
06280,동대문구,영휘원사거리.(구)홍릉사거리 [06280],6.156,9.892,12.659,6.156
06285,동대문구,현대코아 [06285],6.121,9.415,12.494,6.121
06290,동대문구,제기시장 [06290],5.523,9.862,12.111,5.523
06297,동대문구,청량리한신아파트.청량사입구 [06297],6.534,10.032,13.015,6.534
06300,동대문구,제기동천주교회 [06300],5.24,9.461,11.764,5.24
06301,중랑구,이문동쌍용아파트 [06301],8.796,11.803,15.335,8.796
06304,동대문구,전농동SK아파트 [06304],7.484,9.407,13.599,7.484
06309,동대문구,휘경공고휘경주공아파트 [06309],8.292,10.271,14.518,8.292
06310,성동구,e편한세상청계센트럴포레아파트 [06310],4.645,8.111,10.797,4.645
06315,동대문구,청량리미주상가앞 [06315],6.355,9.506,12.716,6.355
06316,동대문구,동대문구청.용두역 [06316],5.534,8.405,11.663,5.534
06320,동대문구,회기동현대아파트 [06320],7.208,10.415,13.678,7.208
06321,동대문구,우산빌딩앞 [06321],7.217,10.395,13.681,7.217
06349,동대문구,청량리한신아파트 [06349],6.546,10.011,13.02,6.546
06357,동대문구,동대문노인종합복지관 [06357],6.695,9.983,13.136,6.695
06417,동대문구,동일스위트리버앞.휘봉고교 [06417],8.244,10.537,14.559,8.244
06418,동대문구,청량리수산시장 [06418],5.717,9.054,12.044,5.717
06419,중랑구,휘봉초등학교 [06419],8.432,10.653,14.743,8.432
06422,동대문구,휘경미소지움아파트 [06422],8.113,10.845,14.538,8.113
06423,중랑구,서울반도체고교.휘경주공아파트 [06423],8.34,10.317,14.57,8.34
06426,동대문구,청량리수산시장 [06426],5.813,9.1,12.139,5.813
06500,동대문구,답십리역 [06500],6.636,7.983,12.395,6.636
06501,중랑구,"서울가든아파트,한국산업인력공단 [06501]",8.544,10.402,14.757,8.544
06503,동대문구,농협답십리지점 [06503],6.421,8.11,12.273,6.421
06504,중랑구,"동일하이빌,현대베스트빌아파트 [06504]",8.658,10.255,14.8,8.658
06507,동대문구,청계한신휴플러스 [06507],5.948,8.361,11.988,5.948
06511,동대문구,한신휴플러스정문 [06511],5.964,8.463,12.04,5.964
06524,동대문구,휘경여중고.휘경주공아파트 [06524],8.189,10.072,14.375,8.189
06537,동대문구,시립대입구 [06537],6.94,9.826,13.293,6.94
06539,동대문구,외대앞 역 [06539],8.15,11.271,14.675,8.15
06546,동대문구,회기역종점 [06546],7.59,10.587,14.04,7.59
06557,성북구,신설동역1번출구 [06557],4.171,8.693,10.609,4.171
06575,동대문구,서울시립대 [06575],6.893,9.74,13.229,6.893
06576,동대문구,영광빌딩 [06576],6.776,9.598,13.09,6.776
06578,동대문구,신성미소지움아파트 [06578],6.465,9.187,12.705,6.465
06580,동대문구,동대문해병전우회 [06580],6.064,8.868,12.269,6.064
06774,동대문구,신설동로터리.서울풍물시장 [06774],4.108,8.501,10.486,4.108
06776,동대문구,경동시장사거리 [06776],5.444,8.87,11.754,5.444
06779,동대문구,동답초교.대림아파트 [06779],7.716,8.801,13.564,7.716
06781,동대문구,정화여중.정화고등학교 [06781],6.071,9.944,12.601,6.071
07101,중랑구,극동늘푸른아파트 [07101],10.213,13.682,16.904,10.213
07102,중랑구,묵동자이.신도브래뉴아파트 [07102],10.26,13.747,16.955,10.26
07103,중랑구,묵동삼거리.먹골역 [07103],10.143,13.476,16.81,10.143
07104,중랑구,먹골역. 묵동자이아파트 [07104],10.213,13.609,16.893,10.213
07105,중랑구,한국전력동부지사 [07105],9.932,12.923,16.526,9.932
07107,중랑구,지하철7호선중화역 [07107],9.795,12.503,16.323,9.795
07108,중랑구,지하철7호선중화역 [07108],9.828,12.533,16.357,9.828
07109,중랑구,국민은행중화동지점 [07109],9.685,12.141,16.149,9.685
07113,중랑구,면목2동주민센터 [07113],9.345,11.167,15.616,9.345
07119,중랑구,면목신우아파트 [07119],9.083,10.236,15.123,9.083
07120,중랑구,면목신우아파트 [07120],9.122,10.287,15.17,9.122
07122,중랑구,경남아너스빌아파트앞 [07122],9.061,9.721,14.928,9.061
07130,중랑구,지하철7호선상봉역 [07130],10.209,12.172,16.578,10.209
07132,중랑구,지하철7호선상봉역 [07132],10.351,12.299,16.725,10.351
07144,중랑구,서울우유앞 [07144],8.843,11.208,15.228,8.843
07149,중랑구,동부시장남문입구 [07149],9.253,11.251,15.568,9.253
07179,중랑구,지하철7호선사가정역 [07179],9.882,10.706,15.886,9.882
07196,중랑구,용마문화복지센터.서일대후문 [07196],10.581,11.533,16.682,10.581
07197,중랑구,중화중학교 [07197],10.424,11.224,16.464,10.424
07201,중랑구,한양수자인사가정파크 [07201],10.249,10.799,16.193,10.249
07206,중랑구,용마폭포공원 [07206],9.825,10.193,15.666,9.825
07208,중랑구,용마산역 [07208],9.619,9.878,15.401,9.619
07214,중랑구,묵1동주민센터입구.먹골역 [07214],10.168,13.427,16.822,10.168
07218,중랑구,면목2동한신아파트 [07218],8.79,10.755,15.057,8.79
07219,중랑구,면목2동한신아파트 [07219],8.789,10.702,15.041,8.789
07221,중랑구,면목5동 [07221],8.925,10.679,15.141,8.925
07222,중랑구,동서그랜드맨션 [07222],9.088,10.766,15.296,9.088
07226,중랑구,면목복개천 [07226],9.829,11.257,16.021,9.829
07234,중랑구,면목마젤란아파트 [07234],9.602,11.058,15.785,9.602
07237,중랑구,녹색병원입구 [07237],9.522,10.852,15.659,9.522
07239,중랑구,면목두산1차.사가정아이파크 [07239],9.464,10.554,15.519,9.464
07242,중랑구,사가정센트럴아이파크아파트 [07242],9.325,10.447,15.378,9.325
07243,중랑구,홈플러스면목동점 [07243],9.297,10.413,15.345,9.297
07247,중랑구,사가정역 [07247],9.773,10.602,15.769,9.773
07253,중랑구,지하철7호선중화역3번출구 [07253],9.719,12.392,16.235,9.719
07262,중랑구,쌍용아파트신내테크노타운앞 [07262],10.534,12.856,17.011,10.534
07263,중랑구,엘지아파트앞 [07263],10.724,13.022,17.204,10.724
07267,중랑구,중랑구청 [07267],11.185,13.441,17.677,11.185
07268,중랑구,중랑구청 [07268],11.122,13.376,17.61,11.122
07273,중랑구,중랑구청사거리 [07273],11.224,13.379,17.694,11.224
07275,중랑구,신내동성3차아파트 [07275],11.316,13.582,17.816,11.316
07276,중랑구,신내동성1.2차아파트 [07276],11.478,13.824,18.002,11.478
07280,중랑구,신내9단지아파트.서울의료원 [07280],11.66,14.134,18.219,11.66
07294,중랑구,지하철6호선화랑대역 [07294],11.211,14.479,17.9,11.211
07296,중랑구,봉화산역2번출구 [07296],11.601,14.42,18.225,11.601
07299,중랑구,새우개마을 [07299],12.472,14.955,19.059,12.472
07303,중랑구,신내교회.신내데시앙아파트 [07303],11.911,14.098,18.417,11.911
07309,중랑구,상봉터미널 [07309],10.663,12.355,16.987,10.663
07311,중랑구,망우3동주민센터.혜원여중고후문 [07311],10.572,12.002,16.817,10.572
07332,중랑구,양원역입구 [07332],12.13,13.844,18.533,12.13
07346,중랑구,면목아남아파트 [07346],9.816,11.458,16.071,9.816
07355,중랑구,송곡여고양원역 [07355],12.093,13.831,18.5,12.093
07372,중랑구,묵동교 [07372],10.636,14.115,17.341,10.636
07421,중랑구,양원역 [07421],12.25,13.961,18.658,12.25
07426,중랑구,먹골역 [07426],10.05,13.172,16.675,10.05
07433,중랑구,서울의료원후문 [07433],11.852,14.306,18.413,11.852
07435,중랑구,신내데시앙아파트후문 [07435],11.971,14.319,18.514,11.971
07443,중랑구,망우역사문화공원 [07443],12.719,13.874,19.001,12.719
07444,중랑구,망우역사문화공원 [07444],12.737,13.906,19.024,12.737
07446,중랑구,신내SKV1센터 [07446],13.075,15.001,19.564,13.075
07452,중랑구,신내데시앙포레아파트220동앞 [07452],13.08,15.071,19.584,13.08
07453,중랑구,신내데시앙포레아파트220동앞 [07453],13.103,15.125,19.615,13.103
07454,중랑구,신내데시앙포레아파트정문앞 [07454],12.986,15.102,19.514,12.986
