ARS,자치구,정류장이름,승차_일평균,하차_일평균,승하차_일평균,경유노선수
13137,종로구,충정로역2호선 [13137],348.6,340.7,689.4,5.0
13141,서대문구,신촌기차역입구 [13141],227.7,342.2,570.0,3.0
13151,서대문구,연희3거리 [13151],2564.8,1984.6,4549.4,12.0
13152,서대문구,한성화교중고교.서대문소방서 [13152],476.1,1511.3,1987.4,6.0
13153,서대문구,한성화교중고교.서대문소방서 [13153],1367.1,657.4,2024.5,6.0
13155,서대문구,서대문자연사박물관입구 [13155],1375.0,584.8,1959.8,6.0
13156,서대문구,서대문구청서대문보건소 [13156],1292.0,2254.4,3546.4,10.0
13158,서대문구,동신병원 [13158],1693.5,1175.1,2868.6,7.0
13159,서대문구,기업은행홍은동지점 [13159],2714.5,2042.8,4757.3,10.0
13160,서대문구,정원여중 [13160],566.4,441.8,1008.3,9.0
13161,서대문구,정원여중 [13161],1149.5,555.7,1705.2,5.0
13162,서대문구,홍은현대아파트 [13162],991.2,972.5,1963.7,10.0
13171,서대문구,유원하나아파트 [13171],409.7,366.4,776.1,5.0
13172,서대문구,홍지문.옥천암 [13172],197.5,237.3,434.8,5.0
13173,서대문구,홍지문 [13173],251.6,248.7,500.4,4.0
13175,마포구,북가좌2동주민센터 [13175],1098.0,619.0,1717.0,7.0
13176,마포구,KT가좌지사 [13176],978.2,523.9,1502.1,6.0
13182,마포구,모래내삼거리 [13182],539.5,1101.1,1640.6,7.0
13183,마포구,DMC래미안e.편한세상2.4단지 [13183],1268.9,520.5,1789.4,6.0
13185,마포구,북가좌삼호.가재울아이파크아파트 [13185],931.6,378.4,1310.0,6.0
13195,서대문구,명지대 [13195],3372.0,838.7,4210.7,12.0
13203,서대문구,홍남교 [13203],44.8,200.0,244.8,2.0
13204,서대문구,연가교 [13204],81.1,253.0,334.0,2.0
13220,서대문구,명지전문대.충암중고등학교 [13220],2150.3,2151.0,4301.3,13.0
13232,서대문구,연가초교삼성아파트앞 [13232],301.0,548.2,849.1,2.0
13241,마포구,북가좌한양아파트앞 [13241],185.5,399.2,584.8,5.0
13250,서대문구,독립문역 [13250],276.6,66.0,342.6,1.0
13253,종로구,✈️ 충정로역 [13253],,,,
13256,서대문구,연가교 [13256],478.8,101.9,580.7,2.0
13260,서대문구,서대문종합사회복지관 [13260],504.3,124.0,628.4,2.0
13261,서대문구,서대문종합사회복지관 [13261],68.4,257.1,325.5,2.0
13262,서대문구,홍남교백련시장입구 [13262],202.5,97.7,300.2,2.0
13264,마포구,북가좌초교사거리 [13264],729.8,901.8,1631.7,7.0
13270,종로구,독립문공원.극동아파트 [13270],2506.3,1372.9,3879.2,8.0
13331,마포구,DMC래미안e-편한세상3단지 [13331],233.6,321.4,555.0,5.0
14101,마포구,마포구청.성산자동차검사소 [14101],742.2,1234.1,1976.3,6.0
14103,마포구,마포농수산물시장.월드컵공원 [14103],732.9,432.1,1165.0,8.0
14104,마포구,월드컵경기장남측.월드컵공원 [14104],688.0,924.0,1612.0,10.0
14105,마포구,월드컵경기장서측.문화비축기지 [14105],415.3,405.8,821.2,7.0
14106,마포구,월드컵경기장서측.문화비축기지 [14106],413.5,464.0,877.4,7.0
14107,마포구,월드컵파크3단지.난지천공원 [14107],35.4,256.3,291.7,6.0
14108,마포구,월드컵파크3단지난지천공원 [14108],349.2,42.2,391.4,7.0
14109,마포구,서부면허시험장 [14109],60.2,261.2,321.4,3.0
14110,마포구,서부면허시험장 [14110],278.7,30.3,309.0,4.0
14111,마포구,DMC첨단산업센터 [14111],970.4,665.6,1636.0,13.0
14115,마포구,월드컵공원입구.문화비축기지입구 [14115],86.0,215.1,301.1,7.0
14116,마포구,월드컵파크3단지정문 [14116],278.4,399.8,678.3,6.0
14117,마포구,월드컵파크2단지.에스플렉스센터 [14117],410.5,499.1,909.6,6.0
14119,마포구,합정역 [14119],515.0,498.4,1013.3,3.0
14132,용산구,마포역 [14132],675.9,429.7,1105.6,3.0
14134,용산구,공덕역10번출구 [14134],18.4,320.1,338.6,1.0
14142,용산구,공덕시장 [14142],1421.7,614.7,2036.3,5.0
14143,용산구,신덕성결교회 [14143],274.1,373.8,647.9,6.0
14149,용산구,공덕오거리 [14149],474.4,685.2,1159.6,3.0
14150,용산구,공덕오거리 [14150],746.9,401.8,1148.7,3.0
14153,용산구,공덕역 [14153],888.9,244.2,1133.1,5.0
14158,마포구,성산2동주민센터 [14158],1218.5,550.9,1769.4,8.0
14161,마포구,성산119안전센터 [14161],1346.8,474.4,1821.2,8.0
14162,마포구,성산아파트 [14162],406.5,569.5,976.0,11.0
14163,마포구,성산아파트 [14163],790.2,376.6,1166.9,11.0
14166,마포구,상암초등학교 [14166],1109.0,401.0,1510.0,13.0
14169,서대문구,신촌로터리 [14169],488.9,1507.5,1996.5,9.0
14170,서대문구,서강대학교 [14170],778.7,688.8,1467.5,9.0
14172,용산구,광성중고등학교 [14172],849.5,845.4,1694.9,8.0
14174,용산구,대흥역 [14174],431.6,662.8,1094.3,6.0
14186,마포구,성산2교 [14186],242.4,639.9,882.4,6.0
14188,마포구,성미약수터 [14188],691.0,336.8,1027.8,11.0
14195,마포구,마포구청역 [14195],457.9,1725.9,2183.8,5.0
14196,마포구,마포중앙도서관 [14196],721.2,525.4,1246.6,8.0
14197,마포구,마포중앙도서관 [14197],329.6,449.3,778.9,5.0
14198,마포구,성산2교 [14198],742.2,663.9,1406.1,9.0
14199,마포구,성산2교 [14199],589.7,918.0,1507.7,9.0
14200,서대문구,광흥창역.서강동주민센터 [14200],583.5,1885.9,2469.3,3.0
14203,서대문구,창전현대홈타운 [14203],539.7,455.3,995.1,5.0
14204,서대문구,신촌로터리 [14204],1276.9,359.1,1636.0,4.0
14205,서대문구,신촌로터리 [14205],263.4,1189.2,1452.6,4.0
14207,서대문구,이화여대입구 [14207],673.9,349.5,1023.3,4.0
14211,용산구,대흥교회 [14211],267.7,344.8,612.5,2.0
14212,용산구,서강대후문.마포아트센터 [14212],641.7,902.3,1544.0,3.0
14218,마포구,홀트아동복지회 [14218],1704.8,241.1,1945.9,2.0
14219,마포구,합정역 [14219],899.9,419.5,1319.4,3.0
14224,마포구,홍대입구역 [14224],2104.9,827.2,2932.1,3.0
14225,마포구,홍대입구역 [14225] 디지털,0.0,7.6,7.7,1.0
14239,용산구,한국출판콘텐츠센터 [14239],195.9,104.2,300.1,2.0
14241,용산구,용강동주민센터 [14241],250.2,192.4,442.6,3.0
14244,마포구,메세나폴리스 [14244],889.3,343.0,1232.3,5.0
14245,마포구,마포한강푸르지오 [14245],504.7,1151.8,1656.4,6.0
14248,마포구,기업은행서교동지점(최규하대통령가옥) [14248],242.2,565.4,807.6,5.0
14251,마포구,망원시장.망원동월드컵시장입구 [14251],544.6,782.1,1326.7,4.0
14252,마포구,마포구청역입구 [14252],212.9,378.7,591.5,4.0
14253,마포구,마포구청역입구 [14253],574.9,280.2,855.0,4.0
14271,마포구,월드컵파크7단지 [14271],471.0,1103.6,1574.6,10.0
14273,마포구,월드컵경기장북측 [14273],138.3,171.8,310.1,7.0
14286,마포구,상암DMC홍보관.YTN [14286],1070.4,1793.3,2863.7,15.0
14287,마포구,✈️ 상암 DMC [14287],2688.4,1282.9,3971.3,13.0
14289,마포구,월드컵파크5단지 [14289],1479.0,910.4,2389.4,15.0
14290,마포구,상암DMC입구 [14290],270.1,142.3,412.4,7.0
14291,마포구,상암고등학교 [14291],1153.7,996.0,2149.7,15.0
14292,마포구,월드컵파크3단지후문 [14292],57.3,215.9,273.2,9.0
14295,마포구,월드컵파크4단지후문.JTBC [14295],450.2,240.7,690.9,6.0
14296,마포구,디지털미디어시티역2번출구 [14296],3234.4,1075.8,4310.2,11.0
14307,마포구,누리꿈스퀘어.MBC [14307],826.6,1807.1,2633.7,16.0
14311,마포구,한강밤섬자이아파트 [14311],39.4,28.3,67.7,1.0
14312,서대문구,서강해모로아파트 [14312],16.7,18.7,35.5,1.0
14316,마포구,월드컵경기장북측 [14316],81.3,88.8,170.1,3.0
14332,마포구,월드컵공원입구.문화비축기지입구 [14332],111.0,109.2,220.2,3.0
14334,마포구,월드컵파크9.10.11.12단지 [14334],63.3,534.8,598.1,4.0
14335,마포구,월드컵파크9.10.11.12단지 [14335],1695.3,176.4,1871.7,8.0
14336,용산구,용마루고개.브라운스톤공덕아파트 [14336],87.8,234.3,322.1,3.0
14337,마포구,하늘초등학교 [14337],76.9,745.3,822.1,3.0
14339,마포구,월드컵파크11.12단지 [14339],677.4,67.7,745.1,3.0
14340,마포구,수색교 [14340],154.2,12.5,166.8,2.0
14344,마포구,디지털미디어시티역3번출구A [14344],116.4,197.7,314.1,3.0
14349,마포구,중동현대아파트 [14349],218.1,200.1,418.2,3.0
14350,마포구,가좌행복주택.건영월드컵아파트 [14350],153.7,168.1,321.8,3.0
14352,마포구,월드컵아이파크 [14352],99.3,37.9,137.2,3.0
14355,마포구,DMC첨단산업센터 [14355],487.5,20.3,507.8,5.0
14358,마포구,공항철도디지털미디어시티역 [14358],1484.4,309.5,1793.9,5.0
14537,마포구,청원빌딩 [14537],51.9,251.7,303.6,1.0
14563,마포구,마포구청.마포구청역 [14563],269.3,231.2,500.5,1.0
14601,마포구,MBC [14601],8.4,672.6,681.0,2.0
14628,마포구,YTN뉴스퀘어.CJENT [14628],364.3,35.1,399.4,4.0
14803,용산구,✈️ 마포역 [14803],,,,
14828,마포구,✈️ 월드컵아파트5단지 [14828],,,,
14829,마포구,✈️ 월드컵5단지 [14829],,,,
14835,마포구,합정역 [14835],198.3,997.8,1196.1,1.0
14863,마포구,홍대입구역 [14863],852.8,532.2,1385.0,1.0
14895,마포구,합정역 [14895],1013.1,106.6,1119.7,2.0
14951,마포구,KBS미디어센터 [14951],16.7,93.9,110.6,1.0
14989,서대문구,신촌역 [14989],1278.1,914.6,2192.8,3.0
14990,서대문구,신촌역 [14990],521.9,108.8,630.7,2.0
14991,서대문구,신촌농협.하나로마트 [14991],146.8,527.2,674.0,3.0
14992,서대문구,기업은행.신촌연세병원 [14992],713.0,319.6,1032.6,4.0
15103,양천구,목동3단지 [15103],224.8,672.7,897.4,2.0
15104,양천구,영도초등학교 [15104],315.7,276.2,591.9,2.0
15105,양천구,신목중학교.목동2단지후문 [15105],195.6,170.2,365.8,2.0
15106,영등포구,목동2단지 [15106],1559.0,1336.3,2895.3,7.0
15107,양천구,목동3단지 [15107],481.7,774.1,1255.8,7.0
15111,양천구,목동사거리 [15111],1722.3,1761.4,3483.8,11.0
15112,양천구,영도중.강서고입구.기아양서대리점 [15112],1789.1,1342.5,3131.6,11.0
15117,영등포구,신목동역2번출구 [15117],84.0,382.8,466.8,2.0
15118,영등포구,신목동역1번출구 [15118],189.2,47.9,237.1,2.0
15126,강서구,목동2차성원아파트 [15126],1457.5,969.6,2427.1,11.0
15127,강서구,목3동주민센터.현대아이파크.실로암안과 [15127],1925.0,1480.4,3405.4,11.0
15128,강서구,목3동시장.강서도서관 [15128],1506.4,1971.6,3478.0,11.0
15140,영등포구,월촌초등학교 [15140],192.9,120.5,313.4,2.0
15141,양천구,월촌초등학교 [15141],148.1,156.9,305.0,2.0
15142,영등포구,목원초등학교.서울지방식품의약품안전청 [15142],106.8,182.4,289.2,2.0
15143,양천구,용왕산 [15143],39.0,45.8,84.7,1.0
15148,영등포구,월촌중학교 [15148],1777.3,2992.6,4770.0,9.0
15151,양천구,목동5단지C상가.목동운동장북문 [15151],1066.2,949.3,2015.5,8.0
15152,영등포구,파리공원 [15152],1059.5,1173.0,2232.5,8.0
15153,영등포구,목동5단지B상가.목5동주민센터 [15153],2161.1,1359.2,3520.4,9.0
15154,영등포구,목동이대병원.목동6단지앞 [15154],2471.6,1478.5,3950.1,9.0
15157,양천구,오목교역 [15157],284.7,945.1,1229.7,2.0
15160,양천구,목동역.홍익병원 [15160],4009.6,1332.5,5342.1,12.0
15161,양천구,CBS방송국 [15161],192.6,572.0,764.5,2.0
15164,양천구,목운초등학교.목운중학교 [15164],1974.0,1531.4,3505.5,6.0
15166,양천구,목동7단지.종로학원 [15166],1685.3,1066.3,2751.7,13.0
15167,양천구,목동대학학원 [15167],2728.9,2170.9,4899.8,13.0
15168,양천구,오목교역.동신한방병원 [15168],1074.5,1368.8,2443.3,10.0
15169,양천구,갈산초등학교정문 [15169],393.5,461.9,855.4,4.0
15175,양천구,목동14단지상가 [15175],319.8,233.8,553.6,2.0
15177,양천구,현대아파트정문 [15177],34.8,19.9,54.7,1.0
15181,양천구,목동14단지C상가앞 [15181],253.2,456.0,709.2,2.0
15182,양천구,목일중학교 [15182],184.2,51.6,235.9,1.0
15183,양천구,목동13단지 [15183],71.0,55.7,126.8,2.0
15184,양천구,목동14단지 [15184],60.2,49.8,110.0,1.0
15187,양천구,목동12.13단지사잇길 [15187],157.8,57.1,214.9,1.0
15191,양천구,목동14단지관리사무소앞 [15191],28.4,40.9,69.4,1.0
15192,양천구,양천구청역 [15192],583.8,200.7,784.5,3.0
15193,양천구,양천공원 [15193],517.6,558.9,1076.5,8.0
15194,양천구,양천구청 [15194],812.3,488.8,1301.1,9.0
15195,양천구,양천구민체육센터.양천일자리센터 [15195],587.0,310.6,897.7,7.0
15196,양천구,목동12단지 [15196],744.3,471.6,1215.9,7.0
15197,양천구,갈산초등학교정문 [15197],329.8,339.5,669.4,4.0
15198,양천구,갈산초등학교후문 [15198],197.7,143.2,340.9,4.0
15201,양천구,은정초등학교 [15201],404.7,96.8,501.5,4.0
15203,양천구,목동우성아파트 [15203],1000.1,407.6,1407.7,5.0
15206,양천구,봉영여중.목동고 [15206],132.3,300.3,432.6,4.0
15211,양천구,신정사거리 [15211],1738.5,740.6,2479.1,7.0
15212,양천구,신정네거리.신정119안전센터 [15212],367.3,1277.6,1645.0,7.0
15213,양천구,동방아파트 [15213],360.8,844.1,1204.9,7.0
15214,양천구,동방아파트.신월종합사회복지관 [15214],928.3,586.0,1514.3,7.0
15216,양천구,신곡시장.금빛새마을금고 [15216],1088.4,291.8,1380.2,7.0
15217,양천구,신한은행신월동지점 [15217],734.6,1154.5,1889.1,7.0
15218,양천구,신한은행신월동지점 [15218],1575.7,564.1,2139.8,7.0
15221,양천구,강서초등학교 [15221],1823.4,261.5,2084.9,7.0
15223,양천구,신월동남부주유소 [15223],372.6,517.8,890.4,5.0
15224,양천구,신월2동우체국 [15224],394.8,441.7,836.5,5.0
15225,양천구,신트리공원앞교차로 [15225],396.9,325.1,721.9,6.0
15226,양천구,신트리아파트 [15226],1222.5,249.4,1471.9,10.0
15227,양천구,정랑고개.양천벤처타운 [15227],728.8,213.1,941.9,10.0
15228,양천구,신정학마을아파트 [15228],606.9,1008.5,1615.3,9.0
15229,양천구,양천고등학교 [15229],1322.8,158.8,1481.5,8.0
15230,양천구,계남초등학교 [15230],183.8,175.4,359.2,4.0
15231,양천구,목동아파트11단지(1117동) [15231],591.9,353.2,945.1,4.0
15232,양천구,신정1동주민센터 [15232],197.8,569.6,767.3,3.0
15233,양천구,양명초교.신서중 [15233],449.6,348.9,798.5,3.0
15236,양천구,양천문화회관.양천일자리센터 [15236],629.6,868.9,1498.5,8.0
15237,양천구,목동10단지농협 [15237],33.9,73.6,107.4,1.0
15242,양천구,신정1동우체국 [15242],249.1,209.2,458.3,6.0
15247,양천구,우리은행신정동지점 [15247],440.0,368.9,808.9,5.0
15251,양천구,신정네거리역 [15251],962.7,1023.0,1985.6,4.0
15252,양천구,길훈로즈빌아파트 [15252],230.4,203.6,434.0,2.0
15253,양천구,하이스트학원.종로학원 [15253],816.6,697.0,1513.6,4.0
15255,양천구,목동8단지지하도 [15255],107.8,26.3,134.1,5.0
15256,양천구,양천구청.양천보건소 [15256],669.1,1391.9,2061.0,11.0
15257,양천구,목동8단지 [15257],581.5,595.5,1177.0,10.0
15258,양천구,진명여고 [15258],899.8,1627.4,2527.2,11.0
15260,양천구,남부법원.검찰청교차로 [15260],314.3,859.7,1174.0,7.0
15261,양천구,오목교역.청학스포츠타운 [15261],1154.1,472.1,1626.3,3.0
15262,양천구,현대아이파크아파트 [15262],188.3,347.6,535.9,3.0
15265,양천구,목동7단지 [15265],889.7,1345.6,2235.3,13.0
15268,양천구,서울남부지방법원.서울남부지방검찰청 [15268],326.3,210.8,537.1,6.0
15269,양천구,목동중학교 [15269],536.7,279.4,816.1,7.0
15270,양천구,진명여고 [15270],2481.0,983.4,3464.4,9.0
15271,양천구,우리은행신정동지점 [15271],482.3,335.6,817.9,5.0
15280,양천구,신정네거리역 [15280],963.9,486.5,1450.4,5.0
15283,양천구,신정4동경서농협 [15283],206.1,353.5,559.6,5.0
15284,양천구,목동역.홍익병원 [15284],933.5,2404.3,3337.8,11.0
15295,양천구,신월문화체육센터 [15295],113.9,746.0,859.9,6.0
15306,양천구,서부트럭터미널.신정동일하이빌아파트 [15306],733.7,538.1,1271.8,5.0
15307,양천구,강신중학교 [15307],539.7,632.7,1172.4,5.0
15308,양천구,남명초교.신정3동주민센터 [15308],113.7,374.6,488.2,3.0
15310,양천구,양강중학교 [15310],339.1,795.6,1134.6,6.0
15311,양천구,양강중학교 [15311],347.8,1108.5,1456.3,7.0
15313,양천구,강서초등학교 [15313],363.8,1602.3,1966.0,7.0
15315,양천구,과학수사연구소입구 [15315],769.7,846.7,1616.4,6.0
15317,양천구,신정동현대아파트 [15317],1095.3,419.4,1514.7,8.0
15320,양천구,신정현대아파트 [15320],887.2,195.5,1082.8,9.0
15321,양천구,신정숲속마을아파트 [15321],201.8,203.1,404.9,4.0
15323,양천구,푸른마을2단지아파트 [15323],891.7,183.5,1075.1,7.0
15325,양천구,신월시영아파트.강월초등학교 [15325],558.3,104.8,663.0,7.0
15326,양천구,신월시영아파트.강월초등학교 [15326],121.9,707.4,829.3,7.0
15334,강서구,신월3동주민센터.신월3동우체국 [15334],948.8,720.1,1669.0,6.0
15335,강서구,서부여성발전센터 [15335],513.0,744.4,1257.4,6.0
15337,강서구,국민은행신월동지점 [15337],1149.5,69.6,1219.0,2.0
15338,강서구,서서울호수공원 [15338],766.3,617.0,1383.3,6.0
15344,강서구,메디힐병원 [15344],436.9,759.8,1196.7,6.0
15345,강서구,신화중학교 [15345],181.6,641.2,822.8,7.0
15346,강서구,신월5동주민센터.신월중학교 [15346],571.8,580.0,1151.8,7.0
15348,강서구,신월중학교입구 [15348],509.8,202.7,712.5,3.0
15350,강서구,광영고.신동아파밀리에아파트 [15350],90.5,57.2,147.7,3.0
15351,강서구,서울금융고등학교 [15351],502.3,369.9,872.2,4.0
15358,강서구,양서중학교 [15358],88.1,90.9,179.0,1.0
15360,영등포구,신목동역-서울지방식품의약품안전청 [15360],387.0,172.6,559.6,3.0
15363,양천구,대일관광고.푸른마을3단지 [15363],206.0,213.5,419.5,7.0
15364,양천구,대일관광고.푸른마을3단지 [15364],114.0,235.3,349.2,6.0
15367,양천구,목동아파트1102동앞 [15367],113.7,86.2,199.9,1.0
15399,양천구,푸른마을1단지앞 [15399],768.0,251.3,1019.3,8.0
15405,양천구,푸른마을1단지앞 [15405],73.6,176.4,250.0,6.0
15415,강서구,보람쉬움아파트.신영시장 [15415],249.1,267.4,516.5,2.0
15416,양천구,신정이펜하우스2단지 [15416],127.9,343.1,471.0,2.0
15419,양천구,이펜하우스1단지.어르신요양센터 [15419],248.7,278.4,527.1,3.0
15421,양천구,신정이펜하우스3.4단지 [15421],517.6,328.3,846.0,3.0
15423,양천구,신정이펜하우스5단지.서남병원 [15423],302.7,160.5,463.3,2.0
16104,강서구,등촌중학교.한국임업진흥원 [16104],320.7,489.8,810.5,6.0
16112,강서구,발산역5번출구 [16112],57.3,140.5,197.8,1.0
16121,강서구,공항시장역.공항성산교회 [16121],353.1,262.2,615.3,6.0
16126,강서구,국민은행방화동지점 [16126],271.4,439.9,711.3,6.0
16127,강서구,국민은행방화동지점 [16127],517.9,93.6,611.5,5.0
16130,강서구,방화역 [16130],55.4,580.2,635.6,7.0
