ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
22899,서초구,서초동예술의전당/신중초등학교 [22899],11,174,39,53,33,13,10,4,13,6,1,2,681
22900,서초구,동덕여중고 [22900],16,57,5,18,7,9,7,6,4,1,0,0,77
22904,서초구,국립국악원 [22904],11,80,14,14,17,11,12,5,3,2,1,1,195
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],267,3225,395,376,1367,166,322,218,206,59,104,12,5501
22908,서초구,남부터미널.BC카드앞 [22908],183,1417,249,145,497,77,98,88,92,36,47,88,3481
22909,서초구,양재역엘타워빌딩 [22909],112,677,199,105,171,37,30,15,15,38,61,6,1803
22913,관악구,서래초등학교 [22913],37,458,114,90,56,42,87,20,9,22,12,6,1214
22928,서초구,방배열린문화센터.가야치과병원 [22928],176,859,165,134,270,73,56,55,47,28,29,2,1620
22931,서초구,신한은행 [22931],134,751,144,113,226,57,65,49,37,31,27,2,1635
22933,서초구,뉴코아백화점 [22933],144,1474,175,931,36,71,93,87,21,11,49,0,1887
22937,관악구,이수역2번출구 [22937],215,1244,417,266,73,125,70,44,31,62,143,13,2213
22945,서초구,서초1동주민센터 [22945],42,291,39,50,88,29,36,15,19,8,1,6,2194
22979,관악구,서울메트로 [22979],74,278,71,40,68,20,32,12,20,8,4,3,891
22980,서초구,서초구청 맞은편 [22980],86,750,159,88,295,26,60,32,61,14,10,5,1658
22981,서초구,방배역3번출구 [22981],110,757,184,106,143,81,82,29,32,36,54,10,1233
22983,서초구,대검찰청.서초경찰서 [22983],1,439,34,15,329,4,19,17,16,3,2,0,1761
22984,서초구,불교TV.서초어린이집 [22984],4,41,6,5,4,3,6,12,1,3,1,0,184
22989,관악구,사당역 12번출구 [22989],122,1274,543,151,189,77,75,47,54,80,42,16,2476
22990,서초구,삼성래미안.이수역방향 [22990],426,930,142,464,25,48,115,65,7,21,41,2,1802
22993,서초구,서울성모병원.서울지방조달청 [22993],10,83,34,22,11,7,2,1,1,1,4,0,701
22994,서초구,아크로비스타 [22994],43,792,52,35,523,19,94,23,16,21,7,2,2582
23101,강남구,신사중학교 [23101],154,774,154,193,199,66,73,19,22,20,19,9,1836
23102,강남구,✈️ 미성아파트 [23102],67,735,142,178,159,67,93,22,19,23,25,7,1863
23103,강남구,광림교회.현대고등학교(new) [23103],129,1196,209,282,119,109,163,35,17,33,225,4,2669
23104,강남구,광림교회.현대고등학교 [23104],89,770,149,125,85,84,138,32,10,27,116,4,2587
23108,강남구,신사역8번출구.가로수길 [23108],231,1874,431,251,533,148,102,65,72,32,225,15,4007
23109,강남구,신사역사거리 [23109],359,1906,426,213,517,154,113,66,95,47,261,14,3547
23110,강남구,신사역3번출구 [23110],197,1805,311,181,565,105,123,90,90,46,275,19,3681
23112,강남구,신사동고개 [23112],174,1287,244,201,511,75,69,37,71,15,55,9,3774
23114,강남구,학동역 [23114],110,1154,147,179,492,61,72,59,87,20,34,3,2652
23115,강남구,학동역6번출구 [23115],175,1079,120,179,463,51,64,58,91,21,28,4,2447
23116,강남구,영동시장 [23116],87,1104,205,163,389,47,52,75,63,20,85,5,3396
23117,강남구,영동시장 [23117],122,1416,296,203,439,77,70,92,71,35,121,12,3591
23118,강남구,학동역5번출구 [23118],59,1156,127,180,497,60,71,67,94,21,34,5,2466
23120,강남구,삼정호텔 [23120],71,767,147,119,231,70,30,61,32,20,40,17,2619
23121,서초구,신논현역 [23121],365,2053,415,250,598,186,107,93,116,65,202,21,4405
23124,강남구,언북중학교입구 [23124],129,1118,222,170,419,72,67,29,50,28,54,7,3107
23125,강남구,제일은행.호림아트센터앞 [23125],48,866,253,150,231,90,28,18,24,26,44,2,2636
23126,강남구,영동119안전센터 [23126],104,1362,378,241,286,180,55,27,58,39,97,1,3193
23128,강남구,강남구청역 [23128],243,1687,302,211,616,156,123,49,111,43,69,7,2736
23129,강남구,세관앞 [23129],235,976,174,119,432,57,38,42,65,20,25,4,2725
23130,강남구,서울세관 [23130],187,896,181,121,371,60,39,32,57,15,16,4,3056
23131,강남구,서울세관 [23131],54,831,173,115,342,53,37,30,51,12,15,3,3000
23132,강남구,학동역 [23132],108,1152,143,175,496,60,73,59,91,21,33,1,2732
23135,강남구,강남구청역 [23135],272,1662,307,209,599,147,122,48,110,43,70,7,2708
23136,강남구,한국토지주택공사앞 [23136],89,789,146,91,284,69,86,41,32,13,25,2,2354
23138,강남구,아크로힐스논현 [23138],60,971,168,137,360,66,70,55,60,22,17,16,2325
23139,강남구,논현아이파크 [23139],71,745,222,99,227,65,39,33,29,13,8,10,2508
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],200,958,154,118,421,56,42,46,63,21,35,2,2513
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],184,857,129,116,372,51,38,46,51,20,31,3,2548
23142,강남구,논현아이파크 [23142],65,813,258,107,244,59,38,38,34,19,8,8,2342
23143,강남구,국민은행논현동지점 [23143],144,995,281,136,283,82,41,50,55,25,34,8,2503
23147,강남구,서울세관사거리 [23147],86,1298,190,173,582,71,58,61,98,23,38,4,2522
23148,강남구,현대아파트 [23148],108,783,150,204,53,62,160,22,15,24,92,1,1840
23149,강남구,✈️ 압구정역 [23149],183,677,134,113,59,58,162,21,11,28,90,1,1859
23151,강남구,신사동교회 [23151],109,1309,245,199,485,85,93,31,57,29,77,8,3187
23152,강남구,도산공원.호림아트센터앞 [23152],66,923,244,153,296,68,53,18,33,19,37,2,2788
23156,강남구,압구정파출소 [23156],55,826,209,177,90,126,73,41,15,29,63,3,2165
23157,강남구,압구정파출소 [23157],124,970,273,206,106,142,80,42,16,35,66,4,2386
23158,강남구,✈️ 갤러리아백화점 [23158],151,1074,303,336,86,145,48,38,15,29,69,5,2575
23159,강남구,✈️ 갤러리아 백화점 [23159],260,1337,414,387,131,169,56,41,21,33,80,5,2759
23162,강남구,도산공원 [23162],64,779,192,134,242,64,58,10,26,15,36,2,3061
23163,강남구,신구중학교 [23163],69,887,250,193,141,87,119,8,14,19,55,1,3354
23165,강남구,청담초등학교 [23165],124,622,102,186,91,88,25,12,44,13,61,0,2112
23166,강남구,청담동주민센터 [23166],136,948,223,208,170,131,68,55,28,21,39,5,1982
23167,강남구,✈️ 프리마호텔 [23167],51,735,190,130,164,89,47,54,16,22,19,4,1640
23168,강남구,✈️ 리베라호텔 [23168],166,730,103,150,175,77,58,74,42,22,25,4,1107
23169,강남구,영동교입구 [23169],137,750,113,145,184,79,63,77,39,25,20,5,1204
23170,강남구,청담역.경기고교 [23170],73,737,108,136,173,77,58,90,46,20,26,3,1025
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],139,731,106,129,174,76,63,90,47,18,25,3,994
23173,강남구,진흥아파트 [23173],10,433,71,97,86,48,39,20,9,17,45,1,1146
23174,강남구,청담천주교회 [23174],91,515,84,109,99,63,44,30,14,18,54,0,1572
23175,강남구,청담2치안센터 [23175],162,994,191,229,209,127,66,52,56,15,47,2,2319
23176,강남구,강남구청.강남세무서 [23176],99,566,101,79,123,51,76,39,14,16,67,0,1383
23177,강남구,청담동래미안아파트 [23177],31,1358,198,173,460,135,145,48,84,30,81,4,2458
23178,강남구,강남구청역 [23178],564,1330,212,189,463,136,102,39,96,29,59,5,3017
23179,강남구,✈️ 프리마호텔 [23179],96,734,185,135,158,92,48,53,17,22,18,6,1606
23180,강남구,농협앞 [23180],230,1171,256,268,215,171,45,30,76,22,85,3,2658
23182,강남구,청담초등학교앞 [23182],153,656,115,196,90,90,26,16,46,14,63,0,2325
23183,강남구,청담2치안센터 [23183],187,1011,186,240,213,131,67,53,57,16,46,2,2370
23186,강남구,진흥아파트청담역 [23186],26,414,66,88,85,49,38,20,8,17,42,1,1134
23187,강남구,청담역.경기고교 [23187],63,522,66,92,142,49,42,60,33,14,22,2,1008
23190,강남구,봉은사.코엑스북문 [23190],97,659,186,173,180,18,20,21,27,9,20,5,1369
23193,강남구,봉은사역5번출구.광동한방병원 [23193],82,519,136,67,180,26,26,29,17,18,14,6,1187
23194,강남구,노블발렌티웨딩홀 [23194],87,367,114,50,107,16,18,19,20,15,3,5,732
23196,강남구,강남경찰서면허시험장 [23196],152,537,131,65,226,12,20,26,30,10,9,8,1261
23197,강남구,삼성역7번출구 [23197],0,604,164,141,203,11,14,11,36,10,9,5,2158
23199,강남구,무역센터 [23199],133,1030,203,382,296,28,14,17,58,9,18,5,2791
23200,강남구,강남보건소.강남구립국제교육원 [23200],248,1327,207,172,504,102,123,49,67,35,65,3,2597
23202,강남구,포스코사거리 [23202],530,2433,354,250,1194,52,180,139,146,49,55,14,4959
23204,강남구,센트럴아이파크.강남구도시관리공단 [23204],28,322,37,63,58,43,48,25,14,13,18,3,1102
23205,강남구,삼성동서광아파트 [23205],60,1470,227,193,493,138,154,50,92,37,82,4,2423
23206,강남구,강남구청.강남세무서 [23206],51,571,100,83,125,49,74,39,16,17,68,0,1347
23207,강남구,✈️ 청담역7번출구 [23207],86,458,73,83,80,59,46,27,12,22,55,1,1112
23208,강남구,센트럴아이파크.강남구도시관리공단 [23208],37,365,45,75,61,43,60,30,10,15,23,3,1158
23209,강남구,한별구립어린이집 [23209],141,1047,312,109,308,75,39,95,53,29,13,14,3259
23210,강남구,삼성중앙역.플래티넘아파트 [23210],95,706,113,97,225,67,63,59,26,26,19,11,1592
23211,강남구,삼성중앙역.플래티넘아파트 [23211],131,747,121,106,232,75,57,68,33,24,21,10,1644
23214,강남구,선릉역8번출구.선정릉 [23214],274,1629,246,201,633,87,105,104,108,36,100,9,4744
23216,강남구,한국토지주택공사앞 [23216],95,835,140,94,321,51,80,47,47,15,33,7,2366
23218,강남구,선릉역 [23218],312,2750,435,274,1037,147,224,229,182,63,138,21,5045
23219,서초구,✈️ 도곡역2번출구.동부센트레빌[23219],21,249,41,40,11,19,66,43,3,3,23,0,495
23220,서초구,중대부고 [23220],19,149,23,27,7,12,39,18,2,3,18,0,453
23221,강남구,단대부고.대치아이파크아파트 [23221],8,325,33,163,11,8,57,9,4,9,30,1,1333
23222,강남구,한티역2번출구.한티역3번출구.서울강남고용노동지청 [23222],216,947,157,258,24,47,296,26,10,46,77,6,1670
23223,강남구,삼성아파트입구 [23223],149,858,130,94,31,35,395,39,24,71,34,5,1766
23224,강남구,농협대치지점 [23224],120,840,140,95,35,35,380,32,23,68,30,2,1750
23226,강남구,대치역1번출구 [23226],112,475,68,87,16,43,142,49,3,15,52,0,725
23227,강남구,래미안.대치.팰리스 [23227],132,357,48,56,15,38,98,59,4,6,33,0,634
23228,서초구,도곡역 [23228],57,164,33,27,10,13,39,18,2,2,20,0,475
23229,강남구,대치동우성아파트 [23229],108,400,55,63,13,36,134,44,3,9,43,0,654
23230,강남구,대치역8번출구 [23230],198,447,54,83,14,42,139,48,3,14,50,0,697
23231,강남구,대치역7번출구 [23231],0,226,30,41,4,15,82,6,1,10,37,0,661
23233,강남구,은마아파트 [23233],10,317,50,54,11,21,115,8,1,17,39,1,1174
23234,강남구,은마파출소 [23234],101,849,144,99,37,37,376,33,23,67,30,3,1735
23235,강남구,은마아파트 [23235],244,839,166,139,45,58,308,30,20,44,27,2,1541
23236,강남구,대치동은마아파트 [23236],33,319,67,77,24,40,57,22,4,11,16,1,687
23237,강남구,은마아파트 [23237],27,127,37,42,5,9,16,9,0,4,5,0,598
23238,강남구,대치동미도아파트 [23238],86,125,35,42,5,9,16,9,0,4,5,0,497
23239,강남구,대치역6번출구.강남구민회관 [23239],0,226,30,41,4,15,82,6,1,10,37,0,606
23240,강남구,쌍용아파트 [23240],40,214,52,49,12,20,41,16,3,10,10,1,462
23243,강남구,강남경찰서.강남운전면허시험장 [23243],71,479,105,60,209,9,19,25,28,8,9,7,794
23244,강남구,삼성역 [23244],58,702,135,111,258,21,47,34,48,15,23,10,2812
23245,강남구,휘문고.대치2동주민센터 [23245],29,249,37,44,65,10,45,8,23,12,4,1,1102
23246,강남구,래미안하이스턴.대치순복음교회 [23246],128,670,145,123,37,55,215,27,14,35,18,1,1467
23247,강남구,대치현대아파트 [23247],112,934,142,102,50,39,464,26,19,65,17,10,1986
23249,강남구,휘문중고등학교 [23249],42,472,108,58,104,23,100,19,22,15,7,16,2774
23252,강남구,한티역 [23252],274,1189,204,277,43,63,396,51,15,55,78,7,2101
23253,강남구,도성초등학교 [23253],149,1158,201,139,87,68,392,124,21,64,49,13,3188
23257,강남구,도성초교사거리 [23257],175,1067,243,100,84,69,356,80,16,57,42,20,3866
23259,강남구,선릉역 [23259],194,2787,449,285,1035,144,239,232,183,62,135,23,5002
23260,강남구,포스코빌딩 [23260],160,2679,388,248,1362,72,217,129,175,43,26,19,5312
23261,강남구,대치사거리 [23261],75,1539,211,153,543,69,344,51,87,47,10,24,3937
23262,강남구,대치동현대아파트 [23262],127,812,109,99,60,49,384,26,17,48,6,14,2847
23263,강남구,은마아파트입구사거리 [23263],160,933,147,108,34,40,434,39,24,71,32,4,1808
23264,강남구,도곡초등학교 [23264],109,720,110,70,18,38,342,32,10,51,44,5,2291
23265,강남구,한티역2번출구.서울강남고용노동지청 [23265],222,1053,180,269,27,57,331,37,12,50,83,7,1766
23267,강남구,삼정호텔앞 [23267],59,1032,137,134,416,73,53,86,78,20,18,17,2551
23268,강남구,차병원 [23268],128,887,159,122,313,59,49,47,47,22,57,12,3059
23271,강남구,스포월드.라움아트센터 [23271],47,848,204,129,278,64,33,50,46,21,15,8,2466
23273,강남구,아크로힐스논현 [23273],110,911,144,128,330,64,76,52,58,24,18,17,2316
23278,강남구,KT강남지사 [23278],88,1124,286,125,401,55,51,80,64,30,10,22,3834
23279,강남구,KT강남지사 [23279],80,1044,293,125,332,65,47,59,56,32,11,24,3689
23280,강남구,아가방빌딩.하나은행 [23280],101,2146,453,226,906,83,100,132,107,39,51,49,4161
23281,서초구,역삼역.GS타워 [23281],657,2252,443,238,953,86,134,111,118,55,78,36,4456
23290,강남구,강남보건소.강남구립국제교육원 [23290],216,1280,196,164,490,99,114,48,67,34,66,2,2534
23291,서초구,역삼럭키아파트.역삼월드메르디앙아파트 [23291],125,659,130,111,170,66,68,35,28,33,14,4,1894
23294,서초구,뱅뱅사거리.역삼동 [23294],208,1573,244,197,653,84,120,94,125,28,19,9,3762
23298,강남구,역삼자이아파트 [23298],89,670,144,108,218,21,45,58,28,18,19,11,3063
23301,강남구,역삼동개나리아파트 [23301],157,255,18,52,19,25,43,68,5,13,12,0,2784
23305,강남구,대한사회복지회 [23305],86,2092,434,216,901,80,96,123,100,42,51,49,4401
23306,강남구,한국자산신탁.르네상스호텔 [23306],263,1903,364,212,778,99,87,151,126,35,34,17,3948
23307,강남구,진선여자중고등학교 [23307],122,1441,273,137,372,88,205,160,68,54,70,14,4920
23308,강남구,역삼e-편한세상아파트 [23308],121,1166,196,162,72,73,398,101,19,69,66,10,2434
23309,강남구,한티역 [23309],364,1089,179,269,37,58,347,45,13,49,85,7,1898
23310,강남구,한티역7번출구 [23310],35,693,108,243,17,40,151,34,8,27,62,3,1642
23311,서초구,역삼중학교.강남세브란스병원 [23311],0,312,58,59,35,34,50,33,6,13,22,2,799
23312,서초구,도곡1차IPARK.모커리한방병원 [23312],74,541,87,106,140,38,62,25,22,29,23,9,1569
23314,서초구,도곡1동주민센터.역삼럭키아파트 [23314],122,634,119,101,159,65,72,38,27,35,14,4,1659
23316,서초구,✈️ 도곡동 [23316],19,241,53,56,19,34,22,29,6,11,11,0,557
23317,서초구,매봉역양재최의원 [23317],120,579,165,63,188,31,53,15,23,21,18,2,1191
23323,서초구,매봉역 [23323],150,600,173,65,196,31,53,16,24,22,18,2,1139
23324,서초구,도곡개포한신아파트 [23324],20,246,55,58,21,33,22,29,6,11,11,0,549
23325,서초구,도곡동개포한신아파트 [23325],81,252,60,56,21,37,21,29,6,12,10,0,527
23326,서초구,우성캐릭터빌아파트 [23326],116,282,70,62,24,39,21,30,6,12,18,0,470
23327,서초구,군인공제회관 [23327],82,263,74,56,21,35,20,22,6,11,18,0,401
23329,서초구,숙명여고 [23329],32,190,61,53,10,24,8,15,0,3,16,0,365
23330,서초구,도곡렉슬아파트.강남세브란스병원 [23330],0,248,52,38,22,25,47,28,4,11,21,0,752
23331,강남구,한티역6번출구 [23331],65,655,106,237,16,38,137,29,8,24,57,3,1587
23332,강남구,도곡렉슬아파트정문 [23332],19,355,35,168,11,12,67,11,5,12,33,1,1300
23333,서초구,중대부고앞 [23333],1,122,13,22,6,11,33,18,2,3,14,0,604
23334,서초구,구룡중학교앞 [23334],4,86,7,22,7,9,11,27,1,0,2,0,330
23335,서초구,개포고등학교앞 [23335],110,274,41,36,19,18,63,45,4,22,25,1,376
23336,서초구,개포1단지 [23336],0,268,39,32,19,19,59,56,6,18,20,0,315
23338,서초구,개포파크빌리지 [23338],6,41,2,5,7,5,3,16,1,1,1,0,120
23339,서초구,하나은행사거리 [23339],5,97,18,16,4,9,12,29,1,3,5,0,319
23340,서초구,현대아파트경남아파트 [23340],0,57,9,12,2,4,10,12,1,3,4,0,303
23341,서초구,우성3차아파트 [23341],0,85,6,21,8,8,8,24,1,2,7,0,416
23343,서초구,개포고등학교 [23343],21,235,31,38,19,19,46,42,4,13,22,1,383
23344,서초구,개포1단지연금매장 [23344],156,274,41,36,19,18,63,45,4,22,25,1,359
23345,서초구,래미안블레스티지아파트 [23345],1,173,25,22,9,8,40,45,4,12,8,0,314
23346,서초구,시립개포도서관 [23346],0,217,35,29,17,13,48,38,5,14,18,0,380
23347,서초구,개포3단지.수도전기공고후문 [23347],0,70,13,11,0,9,13,22,0,1,1,0,488
23348,서초구,개포3단지.수도전기공고후문 [23348],0,70,13,11,0,9,13,22,0,1,1,0,539
23349,서초구,디에이치아너힐즈 [23349],1,66,13,9,0,9,11,22,0,1,1,0,88
23350,서초구,주공4단지 [23350],0,67,14,9,0,9,11,22,0,1,1,0,84
23351,서초구,경기여고 [23351],0,312,71,57,12,32,53,43,5,12,25,2,494
23353,서초구,개포주공5단지경기여고 [23353],0,404,78,68,41,38,65,56,12,16,27,3,494
23354,서초구,개포동역.개포시장 [23354],116,385,76,65,43,33,74,36,12,15,28,3,497
23355,강남구,개포시장.개포5단지상가 [23355],237,418,77,70,44,39,78,49,13,16,29,3,447
23359,강남구,공무원아파트 [23359],94,154,34,26,10,15,18,18,4,8,21,0,360
23360,강남구,개원중학교 [23360],0,54,21,11,3,6,6,5,0,1,1,0,401
23361,강남구,개포주공7단지앞 [23361],1,70,15,12,2,10,10,18,1,1,1,0,288
23362,강남구,✈️ 개포동(연금매장) [23362],1,9,0,4,0,0,3,2,0,0,0,0,167
23363,서초구,현대아파트 [23363],1,78,16,16,2,5,11,20,1,3,4,0,320
23364,서초구,개포래미안포레스트 [23364],1,82,18,13,3,5,12,24,0,3,4,0,267
23367,서초구,능인선원앞 [23367],9,198,19,41,69,20,16,4,21,4,2,2,664
23368,서초구,구룡사입구 [23368],42,297,40,66,101,28,25,7,24,1,3,2,916
23369,서초구,국악고교사거리 [23369],120,827,163,155,269,58,58,28,59,22,8,7,2220
23370,서초구,삼호물산 [23370],322,1226,284,182,399,86,53,38,89,52,31,12,2403
23379,서초구,구룡초등학교 [23379],48,87,20,13,14,8,11,12,4,2,3,0,457
23380,송파구,수서삼성아파트앞 [23380],0,44,11,8,2,9,4,7,0,1,2,0,89
23381,송파구,일원본동주민센터 [23381],35,178,26,48,5,19,40,19,4,6,11,0,254
23384,송파구,일원본동주민센터 [23384],6,132,23,32,5,14,31,13,1,6,7,0,236
23385,송파구,수서119.안전센터앞 [23385],13,29,6,8,1,5,1,4,1,1,2,0,93
23386,송파구,삼성서울병원정문 [23386],0,88,12,34,3,15,6,10,1,2,5,0,448
23388,송파구,일원역 [23388],30,183,28,53,7,21,34,20,1,7,12,0,234
23389,송파구,삼성서울병원후문 [23389],18,206,65,37,23,21,9,5,7,15,16,8,507
23392,송파구,삼성서울병원사거리 [23392],53,354,90,60,57,28,32,20,12,34,18,3,608
23393,송파구,강남한양수자인아파트 [23393],0,6,0,2,0,1,2,1,0,0,0,0,38
23395,강남구,대치아파트 [23395],0,127,28,24,5,14,17,13,0,7,19,0,272
23397,송파구,대청역 [23397],38,288,49,52,44,26,35,28,18,14,22,0,685
23401,송파구,✈️ 수서역(현대벤처빌) [23401],470,786,153,121,270,44,37,46,56,15,41,3,883
23402,송파구,수서역 [23402],0,703,153,108,222,40,33,42,56,11,35,3,894
23403,송파구,수서역KT수서지점 [23403],7,397,102,74,98,27,16,22,31,6,20,1,869
23404,송파구,수서역KT수서지점 [23404],7,717,159,108,225,41,35,42,56,12,36,3,885
23405,송파구,세곡동주민센터 [23405],0,33,4,6,10,3,4,2,3,1,0,0,113
23406,송파구,궁마을 [23406],18,59,30,12,2,2,2,5,2,3,1,0,364
23407,송파구,궁마을 [23407],20,59,30,12,2,2,2,5,2,3,1,0,365
23408,송파구,수서역6번출구 [23408],10,793,171,117,268,42,37,42,56,15,42,3,887
23409,송파구,수서역5번.출구 [23409],270,799,170,123,269,42,36,43,56,16,41,3,885
23410,송파구,수서역.로즈데일빌딩 [23410],326,806,169,125,270,43,37,47,56,15,41,3,871
23411,송파구,세곡문화복지회관 [23411],0,34,4,7,11,3,4,3,2,0,0,0,117
23412,송파구,은곡마을.LH이편한세상 [23412],0,213,48,39,20,24,42,12,3,8,17,0,349
23422,송파구,세곡동사거리 [23422],11,61,14,24,8,5,2,3,1,2,2,0,90
23423,송파구,방죽마을 [23423],9,133,27,27,24,11,15,14,4,5,4,2,441
23424,송파구,래미안포레아파트 [23424],56,227,54,40,42,19,21,23,12,7,6,3,434
23425,송파구,쟁골마을 [23425],1,22,6,6,5,1,1,0,1,1,1,0,54
23426,송파구,쟁골마을 [23426],1,19,4,6,5,0,1,0,1,1,1,0,205
23427,송파구,래미안포레아파트 [23427],16,215,53,37,40,18,20,23,10,6,6,2,434
23432,강남구,영동고교앞 [23432],102,940,227,153,200,138,36,19,54,27,84,2,3351
23434,송파구,은곡마을진입로 [23434],3,224,57,40,28,18,36,11,12,9,13,0,264
23435,강남구,탄천교 [23435],9,318,65,74,33,39,49,20,12,12,14,0,637
23436,강남구,우성아파트 [23436],8,288,63,72,21,39,44,17,7,11,14,0,614
23437,송파구,세곡푸르지오.은곡삼거리 [23437],0,8,0,1,1,1,2,3,0,0,0,0,70
23438,강남구,삼성역 [23438],49,704,137,111,258,21,47,34,48,15,23,10,2802
23439,송파구,세곡푸르지오 [23439],0,29,4,6,7,2,5,1,3,0,1,0,245
23442,송파구,"세곡2지구3,4단지 [23442]",0,10,0,3,1,1,3,2,0,0,0,0,128
23445,서초구,개포우성아파트 [23445],0,13,0,1,6,1,1,3,1,0,0,0,150
23446,송파구,래미안강남힐즈 [23446],25,134,17,23,14,13,45,7,4,6,5,0,303
23447,송파구,세곡중학교.세명초등학교 [23447],6,7,0,3,1,2,0,1,0,0,0,0,137
23449,송파구,일원동한솔아파트 [23449],15,56,6,7,7,10,14,5,1,3,3,0,161
23450,송파구,시립수서청소년센터 [23450],1,52,15,4,2,9,9,10,1,1,1,0,149
23453,강남구,포스코사거리 [23453],437,1783,348,183,781,46,117,112,90,40,51,15,4984
23456,서초구,그랑프리백화점 [23456],37,162,37,29,10,16,29,18,1,1,21,0,472
23457,서초구,개포중학교 [23457],27,36,2,3,2,4,5,18,2,0,0,0,275
23459,서초구,개포주공1단지아파트 [23459],0,42,2,5,8,5,3,16,1,1,1,0,171
23462,송파구,영희초등학교 [23462],105,355,75,63,54,35,42,27,12,28,18,1,814
23463,송파구,못골마을.LH강남아이파크 [23463],54,253,39,32,131,13,7,12,14,1,4,0,459
23464,송파구,못골마을 [23464],54,253,39,32,132,13,7,12,13,1,4,0,462
23465,송파구,태화기독교.사회복지관 [23465],13,27,5,8,1,5,1,3,1,1,2,0,90
23468,서초구,도곡교회.인바디빌딩 [23468],32,141,12,21,48,18,23,6,8,3,2,0,352
23469,서초구,강남세브란스병원 [23469],3,255,55,53,25,24,41,27,3,13,14,0,556
23470,서초구,도곡교회.인바디빌딩.건너 [23470],1,121,10,18,40,17,19,6,8,3,0,0,272
23471,송파구,래미안강남힐즈 [23471],75,112,16,19,7,8,45,6,0,6,5,0,153
23473,강남구,강남경찰서.강남운전면허시험장 [23473],125,531,126,67,220,11,23,26,30,9,9,10,1268
23479,서초구,개포동역 [23479],0,312,66,52,39,24,51,26,12,15,25,2,463
23482,송파구,세곡푸르지오 [23482],8,18,0,1,5,1,3,4,3,0,1,0,117
23488,서초구,럭키아파트 [23488],84,530,106,85,132,43,64,23,21,30,20,6,1216
23492,강남구,개포4단지6단지 [23492],0,45,2,6,1,10,6,16,1,1,2,0,518
23493,서초구,개포4단지5단지 [23493],29,331,72,61,14,34,56,49,6,12,24,3,486
23494,서초구,강남역12번출구(A) [23494],508,3169,531,440,1048,154,332,187,111,67,284,15,7047
23500,강남구,학여울역 [23500],2,64,10,16,7,6,14,5,0,2,3,1,245
23501,강남구,학여울역 [23501],2,123,28,30,7,10,24,13,0,6,4,1,238
23505,서초구,현대1차우성아파트 [23505],0,86,10,21,6,8,11,22,1,2,5,0,282
23508,강남구,개포4단지7단지 [23508],0,39,2,7,1,6,7,13,1,1,1,0,364
23509,강남구,총회회관.휘문고입구 [23509],39,247,38,48,61,11,42,7,24,11,4,1,724
23510,서초구,예림당아트홀.신한은행전산센터 [23510],44,599,119,90,171,40,45,56,31,20,19,8,2129
23511,강남구,새마을운동중앙회 [23511],23,336,62,80,35,36,70,17,12,13,11,0,799
23512,서초구,총지사 [23512],111,1116,206,139,445,64,66,50,70,40,21,15,2527
23515,서초구,우성3차아파트 [23515],0,166,15,33,12,18,28,40,1,8,10,1,410
23516,서초구,우성6차아파트 [23516],0,58,3,5,9,8,11,17,2,2,1,0,388
23521,송파구,코원에너지서비스 [23521],0,7,2,5,0,0,0,0,0,0,0,0,51
23525,서초구,삼익아파트앞 [23525],0,197,17,30,39,19,51,16,6,13,5,1,854
23526,송파구,래미안포레아파트 [23526],2,157,37,34,25,12,17,15,5,5,5,2,290
23528,송파구,세곡2지구3.4단지 [23528],0,10,0,4,1,2,2,1,0,0,0,0,124
23529,서초구,도곡한신아파트 [23529],4,543,93,72,193,32,65,27,36,12,6,7,1573
23537,송파구,은곡마을입구.리엔파크2단지 [23537],0,209,48,39,17,24,41,12,3,8,17,0,346
23827,서초구,✈️ 양재동 [23827],168,1011,249,138,290,68,87,40,47,41,36,15,2032
23828,서초구,✈️ 도곡동 [23828],20,242,53,56,20,34,22,29,6,11,11,0,559
23829,서초구,✈️ 타워팰리스 [23829],82,263,74,56,21,35,20,22,6,11,18,0,401
23830,강남구,✈️ 대치동 [23830],112,464,64,85,16,43,139,48,3,14,52,0,674
23831,강남구,✈️ 학여울역 [23831],86,125,35,42,5,9,16,9,0,4,5,0,497
23832,강남구,✈️ 개포동 [23832],2,69,15,12,2,10,9,18,1,1,1,0,303
23838,강남구,✈️ 학여울역 [23838],27,137,39,43,8,10,18,9,0,5,5,0,555
23839,강남구,✈️ 대치동(하나은행) [23839],176,475,68,87,16,43,142,49,3,15,52,0,743
23840,서초구,✈️ 타워펠리스 [23840],32,190,61,53,10,24,8,15,0,3,16,0,365
23841,서초구,✈️ 양재동 [23841],144,892,216,131,241,63,84,36,42,35,31,13,2030
23842,강남구,✈️ 신사동 [23842],345,1810,412,203,491,146,105,62,94,39,246,12,3511
23843,강남구,✈️ 신사동미성아파트 [23843],104,826,162,199,181,76,104,23,22,23,28,8,2108
23844,강남구,✈️ 리베라호텔 [23844],98,546,110,90,142,48,41,44,25,28,14,4,1299
