ARS,자치구,정류장이름,경도,위도
03140,용산구,용산경찰서 [03140],126.9690615428,37.5399994643
03146,용산구,원효로3가 [03146],126.9581798302,37.5340407624
03148,중구,용암초등학교입구.이태원주공아파트 [03148],126.9886645749,37.5441159432
03150,용산구,용산한신아파트 [03150],126.9871086322,37.5398054732
03151,용산구,해방촌 [03151],126.986609087,37.537817739
03153,용산구,용산구청.크라운호텔 [03153],126.991163,37.530303
03154,용산구,용산구청 [03154],126.9911698907,37.5294095764
03155,용산구,한강중학교 [03155],126.9921715396,37.5254587536
03156,용산구,한강중학교앞 [03156],126.9924287738,37.5245025908
03157,용산구,서빙고역1번출구 [03157],126.9899502397,37.5200464191
03158,중구,장충단로입구 [03158],127.002202,37.545795
03159,중구,남산예술원 [03159],127.00204,37.544437
03160,중구,서울중부기술교육원.블루스퀘어 [03160],127.0033851827,37.5416918639
03161,중구,서울시중부기술교육원.블루스퀘어 [03161],127.0031508133,37.5411791533
03166,중구,한남5거리 [03166],127.0083126426,37.5328478217
03171,중구,보성여중고입구 [03171],126.9858399758,37.5463968458
03172,용산구,보성여중고입구 [03172],126.9856317665,37.5462598541
03173,중구,남산체육관 [03173],126.9927901963,37.5427038827
03175,중구,하얏트호텔 [03175],126.9961358368,37.5417535527
03176,중구,하얏트호텔 [03176],126.9974258076,37.540866103
03178,용산구,용마루고개.효창파크푸르지오아파트 [03178],126.9585520334,37.5402999129
03180,용산구,효창공원앞역 [03180],126.9626978558,37.5388284845
03184,용산구,전쟁기념관 [03184],126.9768577525,37.5347586674
03185,용산구,전쟁기념관 [03185],126.9753831458,37.534651168
03187,용산구,녹사평역 [03187],126.9853046955,37.5347582183
03198,용산구,서울역 [03198],126.9738943742,37.5536168846
03205,용산구,용산중고 [03205],126.977563,37.54574
03206,용산구,남영동주민센터 [03206],126.976572,37.545772
03207,용산구,남영동주민센터 [03207],126.975732,37.545505
03210,중구,한남시범아파트 [03210],127.0122607528,37.5379429734
03212,중구,한남동 [03212],127.0084445845,37.5339127002
03213,중구,한남동 [03213],127.0087002913,37.5337549896
03214,용산구,이촌동동부센트레빌 [03214],126.9660096214,37.5215595386
03215,용산구,이촌동두산위브트레지움.한강대우아파트 [03215],126.9675282802,37.5215734809
03220,용산구,신용산초등학교 [03220],126.9762479627,37.5190775256
03221,용산구,중경고등학교.이촌동강촌아파트 [03221],126.9775234206,37.5189178471
03223,용산구,이촌동현대아파트 [03223],126.9787120007,37.5185336834
03225,용산구,서빙고신동아아파트 [03225],126.9851053606,37.517936953
03228,용산구,손기정체육공원 [03228],126.9664230215,37.5542153265
03236,용산구,효창공원후문 [03236],126.9625778991,37.5467910299
03239,용산구,효창운동장.효창동주민센터 [03239],126.9617671315,37.5422095196
03243,용산구,도래삼성래미안아파트 [03243],126.9574338661,37.539776803
03244,용산구,도원삼성래미안아파트 [03244],126.9572103137,37.5396254142
03252,용산구,신용산.지하차도 [03252],126.963882,37.53259
03253,용산구,신용산역 [03253],126.9676784797,37.5300338589
03256,용산구,용산푸르지오써밋 [03256],126.96475962,37.5275756153
03258,용산구,용산역광장앞 [03258],126.965617,37.528333
03259,용산구,용산역사박물관.용산철도고등학교 [03259],126.9660149714,37.5255972846
03260,용산구,용산역사박물관.용산철도고등학교 [03260],126.9671194025,37.5253057707
03261,용산구,용산세무서 [03261],126.9692440232,37.5237318415
03264,용산구,이촌역 [03264],126.9740268751,37.5223634662
03265,용산구,국립중앙박물관용산가족공원 [03265],126.9786512102,37.5208980106
03266,용산구,국립중앙박물관용산가족공원 [03266],126.9799562027,37.5208754875
03267,용산구,서빙고역교차로 [03267],126.9899,37.520427
03272,용산구,서빙고동 [03272],126.992986,37.519851
03273,용산구,서빙고동주민센터 [03273],126.9948813029,37.5203840049
03274,용산구,동빙고동 [03274],126.996690677,37.5208183604
03275,용산구,동빙고동 [03275],126.9970390394,37.5212625565
03276,용산구,보광신동아아파트삼성리버빌아파트 [03276],127.0020297105,37.5247380028
03277,용산구,보광동신동아아파트 [03277],127.0015149467,37.5256237907
03281,용산구,한국폴리텍1대학 [03281],126.9967926172,37.5301959868
03285,중구,한남역.용산노인종합복지관 [03285],127.006795706,37.5312239311
03286,중구,한남역.용산노인종합복지관 [03286],127.007769858,37.5306687947
03287,용산구,이촌119안전센터.성촌공원 [03287],126.9529474778,37.5300799765
03288,용산구,성촌공원.포르쉐센터용산 [03288],126.9546065451,37.5301710306
03290,용산구,이촌2동주민센터 [03290],126.9550639882,37.5277364382
03292,용산구,이촌2동대림아파트.새남터성지 [03292],126.9563230524,37.5261753068
03293,용산구,이촌2동대림아파트.새남터성지 [03293],126.9561658719,37.5260292706
03297,용산구,청암동강변삼성아파트 [03297],126.9482434807,37.5346144292
03298,용산구,청암동강변삼성아파트 [03298],126.949323,37.534015
03300,용산구,원효2동산호아파트 [03300],126.9508277689,37.5331088986
03301,용산구,원효로풍전아파트 [03301],126.9535225314,37.5321286462
03303,용산구,원효풍전아파트 [03303],126.9559182022,37.532742142
03309,용산구,신창동세방아파트 [03309],126.9549471079,37.5358300537
03319,중구,순천향병원입구 [03319],127.0067505734,37.5326305473
03324,중구,한남동하이페리온 [03324],127.0055474264,37.5278439771
03326,용산구,문배동이안아파트앞 [03326],126.971060418,37.5388699959
03328,용산구,삼각지역11번출구 [03328],126.974548,37.536204
03331,용산구,원효대교북단 [03331],126.9556102561,37.5321383559
03332,용산구,문배동이안아파트앞 [03332],126.9707994501,37.5383644982
03335,용산구,숙명여대입구 [03335],126.9696434774,37.5448844577
03340,동작구,노들섬 [03340],126.9586051825,37.5175161768
03341,동작구,노들섬 [03341],126.959037665,37.5173638437
03343,중구,용암초등학교.이태원2동주민센터 [03343],126.9909320571,37.5448496669
03345,용산구,서울역공항철도15번출구.국립극단 [03345],126.9688467509,37.5530779085
03347,중구,남산도서관 [03347],126.9818461928,37.552343667
03561,용산구,신용산역 [03561],126.9674544999,37.5299166547
03726,중구,✈️ 한남동 나인원한남 [03726],,
04102,성동구,상왕십리역 [04102],127.0286812869,37.5646936321
04104,성동구,왕십리교회 [04104],127.0236794054,37.566630044
04106,성동구,청계벽산아파트.텐즈힐아파트 [04106],127.0303755149,37.5688584755
04109,성동구,왕십리2동주민센터 [04109],127.0332625935,37.56244961
04116,동대문구,마장동주민센터 [04116],127.04457376,37.5673234964
04118,성동구,성동노인복지관 [04118],127.0415861333,37.5649375925
04120,동대문구,마장축산물시장 [04120],127.0375113528,37.5702590064
04124,성동구,마장동금호아파트 [04124],127.0415811922,37.5621577226
04127,성동구,한양대앞.한양시장 [04127],127.0409668475,37.5585823987
04128,성동구,한양대앞 [04128],127.0406535419,37.5585254607
04130,성동구,한양대정문앞 [04130],127.0431384444,37.5569939038
04135,성동구,왕십리역10번출구 [04135],127.0346872504,37.5607235444
04137,성동구,서울숲삼부아파트 [04137],127.0379492742,37.5587230766
04139,성동구,응봉동주민센터 [04139],127.0334386918,37.5537612141
04140,성동구,응봉사거리 [04140],127.0344580408,37.5552918803
04142,성동구,응봉동현대아파트 [04142],127.0309,37.550222
04146,성동구,신금호역 [04146],127.0199214015,37.5556768698
04150,성동구,래미안하이리버아파트 [04150],127.0254234439,37.5514582119
04152,성동구,금호사거리 [04152],127.0259773298,37.5494639682
04155,중구,금호역 [04155],127.0162669926,37.5477283731
04156,중구,금호역 [04156],127.0154795051,37.5485477051
04158,성동구,금옥초등학교앞 [04158],127.0182356475,37.5462572048
04161,중구,옥수동삼성아파트 [04161],127.0148475565,37.5436204852
04163,성동구,미타사입구 [04163],127.0168373163,37.5448556208
04169,중구,옥정중학교입구 [04169],127.011302745,37.5409040726
04174,강남구,천주교성수동성당앞 [04174],127.0460740289,37.539305526
04176,성동구,뚝도아리수정수센터수도박물관 [04176],127.04399,37.541407
04177,성동구,서울숲역2번출구 [04177],127.044692,37.542958
04178,성동구,서울숲역3번출구 [04178],127.0444980594,37.5430629438
04183,강남구,경일초등학교입구 [04183],127.0463723692,37.5410800235
04187,성동구,상원 [04187],127.0460506002,37.5514371326
04188,성동구,상원 [04188],127.0466618972,37.551747737
04191,광진구,성수119안전센터 [04191],127.060132085,37.5373416869
04207,광진구,화양사거리 [04207],127.0666629344,37.5472776746
04210,성동구,성수2가3동주민센터 [04210],127.0553883888,37.5496243675
04211,성동구,제인병원 [04211],127.0568366874,37.5493511273
04212,광진구,성동세무서앞 [04212],127.0621853946,37.5479946812
04216,광진구,군자교남단 [04216],127.0724414557,37.5575371596
04217,동대문구,신답역 [04217],127.0475025717,37.570211077
04221,성동구,서울교통공사.서울새활용플라자 [04221],127.0569134234,37.5620495039
04223,성동구,뚝섬서울숲 [04223],127.0363946274,37.5456718598
04236,성동구,뚝섬역8번출구 [04236],127.0455095172,37.5476928251
04237,성동구,뚝섬역2번출구 [04237],127.046846,37.547575
04238,성동구,뚝섬역5번출구 [04238],127.0492754339,37.5464803389
04241,성동구,SK테크노빌딩앞 [04241],127.050228,37.545888
04243,성동구,경동초등학교입구 [04243],127.0494809367,37.5437724292
04246,강남구,경일초등학교앞 [04246],127.0481685479,37.540919377
04254,성동구,리버하우스 [04254],127.0510060889,37.5509002648
04255,성동구,리버하우스 [04255],127.0506905447,37.5512302013
04261,성동구,청계9가.텐즈힐2단지 정문앞 [04261],127.0255654313,37.570749453
04266,성동구,뚝섬서울숲남문 [04266],127.042974358,37.5419781098
04268,동대문구,용답휴식공원 [04268],127.0479373245,37.5695541839
04271,성동구,마장역 [04271],127.0430338383,37.5663469729
04273,성동구,숭신초등학교 [04273],127.028195858,37.5671676226
04275,성동구,극동아파트 [04275],127.0239338279,37.5580974527
04276,성동구,풍림아파트 [04276],127.0239062231,37.5591427175
04278,성동구,대림아파트 [04278],127.0249260274,37.5565738309
04280,성동구,행당역 [04280],127.0287643907,37.557079373
04290,성동구,왕십리자이.신당현대아파트 [04290],127.024102104,37.5611519007
04295,성동구,황학교.텐즈힐몰 [04295],127.0236037286,37.5700517505
04301,성동구,왕십리광장 [04301],127.0368888269,37.5611283256
04302,성동구,왕십리역4번출구 [04302],127.037133352,37.561364441
04305,성동구,한양여대앞 [04305],127.050619338,37.5592243864
04574,성동구,성동구청 [04574],127.0364064374,37.5641355512
04753,성동구,왕십리역7번출구 [04753],127.0365162885,37.5610465475
05101,광진구,군자교 [05101],127.0752029849,37.561532857
05115,광진구,국립서울병원앞 [05115],127.0833601348,37.5638882429
05116,광진구,중곡동종점 [05116],127.087052,37.562118
05118,광진구,신성시장앞 [05118],127.0876755037,37.5583163621
05121,광진구,면곡시장 [05121],127.0794405363,37.5700272219
05132,광진구,용곡삼거리 [05132],127.0855902354,37.5679334531
05135,광진구,용암사입구 [05135],127.0863735321,37.5678680041
05136,광진구,대원고교앞 [05136],127.0869681157,37.5641992207
05142,광진구,구의사거리.광진소방서앞 [05142],127.083977653,37.545249575
05143,광진구,어린이회관 [05143],127.079201,37.545612
05145,광진구,광진경찰서 [05145],127.0836883111,37.5415336614
05146,광진구,광진경찰서 [05146],127.0846474366,37.5430873683
05148,광진구,광진구청 [05148],127.0834073669,37.5389648482
05149,광진구,광진구청.구의역2번출구 [05149],127.0879772581,37.5377026867
05150,광진구,래미안구의파크스위트 [05150],127.0890122213,37.5447158904
05152,광진구,구의2동주민센터입구 [05152],127.08958588,37.5486416815
05154,광진구,구의사거리 [05154],127.0863480831,37.5458173579
05155,광진구,래미안구의파크스위트 [05155],127.0890507143,37.5449638155
05165,광진구,올림픽대교북단사거리 [05165],127.0936875546,37.5433887171
05166,광진구,광장동현대아파트앞 [05166],127.0977640864,37.541909114
05167,광진구,광장현대아파트앞 [05167],127.0989722091,37.54207254
05168,광진구,광나루역.극동아파트 [05168],127.1029628675,37.5435355041
05173,강동구,워커힐아파트앞 [05173],127.1090263699,37.5504960052
05174,강동구,워커힐입구 [05174],127.1087232242,37.550613427
05175,광진구,광진구청 [05175],127.0831891894,37.5387627825
05176,광진구,자양사거리 [05176],127.0824320547,37.5369337778
05177,광진구,자양사거리 [05177],127.0821044683,37.5367503042
05185,광진구,국민은행자양지점앞 [05185],127.081413066,37.531572725
05187,광진구,자양아파트앞 [05187],127.0846079653,37.5321922367
05188,광진구,자양동잠실대교북단 [05188],127.0848057104,37.5329553244
05189,광진구,신자초등학교앞 [05189],127.0749155368,37.5304403173
05194,광진구,자양동잠실대교북단 [05194],127.0858514017,37.5321201527
05201,광진구,신양초등학교앞 [05201],127.0692877009,37.5349118182
05203,광진구,뚝도변전소앞 [05203],127.0689075815,37.5360909985
05204,광진구,건대역 [05204],127.0701692006,37.5385652456
05210,광진구,자양우성아파트앞 [05210],127.0734112939,37.5337952382
05212,광진구,자양고교앞 [05212],127.0711714016,37.5345790942
05218,광진구,건대로데오거리입구 [05218],127.070158,37.539081
05220,광진구,영동대교북단 [05220],127.0611888361,37.5367146879
05222,광진구,신양초등학교앞 [05222],127.0679166913,37.5338028399
05223,광진구,자양4동주민센터앞 [05223],127.067497,37.533632
05226,광진구,광진광장 [05226],127.0715209148,37.5477151717
05231,광진구,어린이대공원역3번출구 [05231],127.0751469149,37.5468045831
05234,광진구,어린이대공원역.화양천주교회 [05234],127.0735881785,37.5459043941
05237,광진구,군자교남단 [05237],127.0727879339,37.557410967
05247,광진구,장안초등학교 [05247],127.070754754,37.5486923124
05249,광진구,화양사거리 [05249],127.0686841693,37.5483288986
05250,광진구,화양리 [05250],127.0715410787,37.5480051511
05251,광진구,어린이대공원앞.세종대학교 [05251],127.07544,37.549752
