ARS,자치구,정류장이름,최근접지하철_거리_m,최근접역명,최근접역호선,최근접역_승하차_일평균
12234,은평구,북한산성입구 [12234],2988.3,지축,일산선,15670.0
12235,은평구,흥국사 [12235],2692.2,지축,일산선,15670.0
12236,은평구,백화사 [12236],2298.3,지축,일산선,15670.0
12237,은평구,삼천리골입구56사단북한산부대 [12237],1722.1,지축,일산선,15670.0
12238,은평구,진관초교관음사입구 [12238],1138.7,지축,일산선,15670.0
12239,은평구,푸르지오618동앞.관음사입구 [12239],1359.5,지축,일산선,15670.0
12240,은평구,진관중고교약수사입구 [12240],872.5,지축,일산선,15670.0
12243,은평구,이마트.은평점 [12243],309.8,응암,6호선,37525.0
12247,은평구,대조시장앞 [12247],352.7,불광,6호선,44854.0
12249,은평구,불광역.불광1동주민센터 [12249],271.1,불광,3호선,44854.0
12250,은평구,독박골.북한산래미안APT앞 [12250],880.4,불광,3호선,44854.0
12251,은평구,구기터널입구 [12251],1324.9,녹번,3호선,29825.0
12257,은평구,역촌오거리 [12257],210.5,역촌,6호선,8562.0
12258,은평구,역촌역1번출구 [12258],99.9,역촌,6호선,8562.0
12260,은평구,이마트.은평점 [12260],289.4,응암,6호선,37525.0
12264,은평구,백련산힐스테이트4차 [12264],808.2,새절(신사),6호선,26197.0
12266,서대문구,충암고교앞.대주피오레아파트 [12266],936.6,새절(신사),6호선,26197.0
12267,은평구,백련산힐스테이트2차 [12267],820.8,새절(신사),6호선,26197.0
12280,은평구,불광대호아파트 [12280],442.3,독바위,6호선,5496.0
12285,은평구,불광중학교 [12285],521.6,독바위,6호선,5496.0
12289,은평구,북한산수자인아파트 [12289],310.9,독바위,6호선,5496.0
12294,은평구,불광초등학교 [12294],121.7,불광,6호선,44854.0
12295,은평구,신사동고개사거리 [12295],564.1,응암,6호선,37525.0
12296,은평구,백련산SK뷰아이파크아파트 [12296],439.1,응암,6호선,37525.0
12304,은평구,신진과학기술고등학교 [12304],425.9,응암,6호선,37525.0
12305,은평구,응암시장 [12305],519.5,응암,6호선,37525.0
12307,은평구,서서울농협본점 [12307],471.1,새절(신사),6호선,26197.0
12308,은평구,신진과학기술고등학교 [12308],458.0,응암,6호선,37525.0
12309,은평구,서부경찰서 [12309],370.2,역촌,6호선,8562.0
12310,마포구,디지털미디어시티역 [12310],198.3,디지털미디어시티,경의중앙선,63311.0
12314,마포구,덕은교.은평차고지앞 [12314],1228.7,수색,경의중앙선,6521.0
12315,마포구,덕은교.은평차고지앞 [12315],1472.6,수색,경의중앙선,6521.0
12316,마포구,수색교 [12316],803.2,수색,경의중앙선,6521.0
12318,마포구,수색역 [12318],149.5,수색,경의중앙선,6521.0
12319,마포구,디지털미디어시티역 [12319],115.1,디지털미디어시티,경의중앙선,63311.0
12337,은평구,현대아파트앞 [12337],590.0,새절(신사),6호선,26197.0
12350,은평구,제각말5단지.은편뉴타운도서관 [12350],1484.0,구파발,3호선,45355.0
12351,은평구,제가말5단지.은펑뉴타운도서관 [12351],1378.3,구파발,3호선,45355.0
12361,은평구,연신초등학교 [12361],889.6,독바위,6호선,5496.0
12364,마포구,증산역.증산동주민센터 [12364],31.5,증산(명지대앞),6호선,19397.0
12365,은평구,연신초등학교.연신내성당 [12365],994.6,독바위,6호선,5496.0
12366,은평구,신사동고개 [12366],422.2,응암,6호선,37525.0
12368,은평구,신사동고개 [12368],508.1,응암,6호선,37525.0
12381,은평구,녹번역 [12381],135.2,녹번,3호선,29825.0
12422,마포구,연서중학교입구 [12422],348.8,증산(명지대앞),6호선,19397.0
12423,마포구,연서중학교입구 [12423],314.7,증산(명지대앞),6호선,19397.0
12424,은평구,지축교앞 [12424],452.5,지축,일산선,15670.0
12425,은평구,지축교앞 [12425],614.1,지축,일산선,15670.0
12426,은평구,진관중고교약수사입구 [12426],854.1,지축,일산선,15670.0
12427,은평구,응암3동주민센터 [12427],325.2,새절(신사),6호선,26197.0
12429,은평구,롯데캐슬823동앞 [12429],641.6,구파발,3호선,45355.0
12430,은평구,진관중고교.약수사앞 [12430],825.5,구파발,3호선,45355.0
12431,은평구,아이파크701동앞 [12431],1265.4,지축,일산선,15670.0
12432,은평구,푸르지오621동앞 [12432],1457.8,지축,일산선,15670.0
12436,은평구,래미안909동앞 [12436],542.1,구파발,3호선,45355.0
12437,은평구,하나고.삼천사.진관사입구 [12437],1816.7,구파발,3호선,45355.0
12441,은평구,입곡삼거리 [12441],2105.4,지축,일산선,15670.0
12442,은평구,아이파크709동앞 [12442],1132.0,구파발,3호선,45355.0
12445,은평구,은진초교입구 [12445],686.3,구파발,3호선,45355.0
12446,은평구,은진초교입구 [12446],661.3,구파발,3호선,45355.0
12447,은평구,은평구민체육센터앞 [12447],676.8,구파발,3호선,45355.0
12448,은평구,은평구민체육센터앞 [12448],686.6,구파발,3호선,45355.0
12449,은평구,신도초중교입구.한국고전번역원 [12449],818.9,구파발,3호선,45355.0
12450,은평구,신도초중교입구.한국고전번역원 [12450],916.1,구파발,3호선,45355.0
12453,은평구,아이파크714동앞 [12453],1099.2,구파발,3호선,45355.0
12455,은평구,푸르지오604동앞 [12455],1423.3,지축,일산선,15670.0
12456,은평구,푸르지오614동앞 [12456],1558.5,지축,일산선,15670.0
12457,은평구,아이파크708동앞 [12457],1191.0,지축,일산선,15670.0
12458,은평구,진관동주민센터 [12458],259.6,구파발,3호선,45355.0
12459,은평구,진관동주민센터 [12459],244.7,구파발,3호선,45355.0
12460,은평구,동부센트레빌324동앞 [12460],589.6,구파발,3호선,45355.0
12461,은평구,두산위브253동앞 [12461],472.1,구파발,3호선,45355.0
12462,은평구,동부센트레빌320동앞 [12462],845.9,구파발,3호선,45355.0
12463,은평구,신도초교.은평메디텍고등학교 [12463],959.3,구파발,3호선,45355.0
12464,은평구,하나고.삼천사.진관사입구 [12464],1789.6,구파발,3호선,45355.0
12465,은평구,두산위브205동앞 [12465],712.4,구파발,3호선,45355.0
12466,은평구,래미안922동앞 [12466],782.3,지축,일산선,15670.0
12467,은평구,롯데캐슬820동앞 [12467],804.3,지축,일산선,15670.0
12471,은평구,기자촌11단지앞 [12471],1234.4,구파발,3호선,45355.0
12472,은평구,수국사입구 [12472],1101.1,구산,6호선,14958.0
12474,은평구,신도초교.은평메디텍고등학교 [12474],1075.5,구파발,3호선,45355.0
12498,은평구,덕산중학교.씨티아파트 [12498],992.2,응암,6호선,37525.0
12499,은평구,덕산중학교.두산위브아파트 [12499],990.0,응암,6호선,37525.0
13019,서대문구,동교동삼거리 [13019],250.1,홍대입구,공항철도1호선,197667.0
13023,서대문구,신촌오거리신촌역 [13023],169.6,신촌,2호선,85584.0
13025,서대문구,이대역 [13025],112.1,이대,2호선,39920.0
13042,용산구,웨딩타운 [13042],316.8,아현,2호선,22516.0
13044,용산구,아현역 [13044],65.9,아현,2호선,22516.0
13109,마포구,사천교 [13109],191.3,가좌,경의중앙선,12364.0
13113,서대문구,서대문우체국 [13113],712.3,홍대입구,경의중앙선,197667.0
13114,서대문구,연세대학교앞 [13114],537.6,신촌,2호선,85584.0
13115,서대문구,연대앞 [13115],616.6,신촌,2호선,85584.0
13116,서대문구,세브란스병원 [13116],420.0,신촌,경의중앙선,85584.0
13117,서대문구,세브란스병원 [13117],301.9,신촌,경의중앙선,85584.0
13118,서대문구,이대부중 [13118],276.7,신촌,경의중앙선,85584.0
13119,서대문구,이대부중 [13119],453.9,신촌,경의중앙선,85584.0
13120,서대문구,이대부고 [13120],724.9,신촌,경의중앙선,85584.0
13137,종로구,충정로역2호선 [13137],32.7,충정로(경기대입구),2호선,31481.0
13141,서대문구,신촌기차역입구 [13141],191.7,이대,2호선,39920.0
13151,서대문구,연희3거리 [13151],1217.9,홍대입구,경의중앙선,197667.0
13152,서대문구,한성화교중고교.서대문소방서 [13152],1527.1,신촌,경의중앙선,85584.0
13153,서대문구,한성화교중고교.서대문소방서 [13153],1552.3,신촌,경의중앙선,85584.0
13155,서대문구,서대문자연사박물관입구 [13155],1541.2,무악재,3호선,8822.0
13156,서대문구,서대문구청서대문보건소 [13156],1333.0,무악재,3호선,8822.0
13158,서대문구,동신병원 [13158],1137.4,홍제,3호선,37658.0
13159,서대문구,기업은행홍은동지점 [13159],966.2,홍제,3호선,37658.0
13160,서대문구,정원여중 [13160],832.5,홍제,3호선,37658.0
13161,서대문구,정원여중 [13161],764.0,홍제,3호선,37658.0
13162,서대문구,홍은현대아파트 [13162],646.6,홍제,3호선,37658.0
13171,서대문구,유원하나아파트 [13171],1041.7,홍제,3호선,37658.0
13172,서대문구,홍지문.옥천암 [13172],1405.7,홍제,3호선,37658.0
13173,서대문구,홍지문 [13173],1405.0,홍제,3호선,37658.0
13175,마포구,북가좌2동주민센터 [13175],426.6,증산(명지대앞),6호선,19397.0
13176,마포구,KT가좌지사 [13176],369.2,증산(명지대앞),6호선,19397.0
13182,마포구,모래내삼거리 [13182],320.0,가좌,경의중앙선,12364.0
13183,마포구,DMC래미안e.편한세상2.4단지 [13183],797.6,증산(명지대앞),6호선,19397.0
13185,마포구,북가좌삼호.가재울아이파크아파트 [13185],773.4,가좌,경의중앙선,12364.0
13195,서대문구,명지대 [13195],1365.8,증산(명지대앞),6호선,19397.0
13203,서대문구,홍남교 [13203],1391.2,가좌,경의중앙선,12364.0
13204,서대문구,연가교 [13204],742.7,가좌,경의중앙선,12364.0
13220,서대문구,명지전문대.충암중고등학교 [13220],1134.5,새절(신사),6호선,26197.0
13232,서대문구,연가초교삼성아파트앞 [13232],855.7,증산(명지대앞),6호선,19397.0
13241,마포구,북가좌한양아파트앞 [13241],630.5,디지털미디어시티,6호선,63311.0
13250,서대문구,독립문역 [13250],149.2,독립문,3호선,17700.0
13253,종로구,✈️ 충정로역 [13253],14.9,충정로(경기대입구),2호선,31481.0
13256,서대문구,연가교 [13256],757.7,가좌,경의중앙선,12364.0
13260,서대문구,서대문종합사회복지관 [13260],504.0,가좌,경의중앙선,12364.0
13261,서대문구,서대문종합사회복지관 [13261],493.6,가좌,경의중앙선,12364.0
13262,서대문구,홍남교백련시장입구 [13262],1138.7,가좌,경의중앙선,12364.0
13264,마포구,북가좌초교사거리 [13264],612.2,증산(명지대앞),6호선,19397.0
13270,종로구,독립문공원.극동아파트 [13270],330.9,독립문,3호선,17700.0
13331,마포구,DMC래미안e-편한세상3단지 [13331],513.5,디지털미디어시티,6호선,63311.0
14101,마포구,마포구청.성산자동차검사소 [14101],178.6,마포구청,6호선,28872.0
14103,마포구,마포농수산물시장.월드컵공원 [14103],412.1,월드컵경기장(성산),6호선,10839.0
14104,마포구,월드컵경기장남측.월드컵공원 [14104],411.1,월드컵경기장(성산),6호선,10839.0
14105,마포구,월드컵경기장서측.문화비축기지 [14105],339.6,월드컵경기장(성산),6호선,10839.0
14106,마포구,월드컵경기장서측.문화비축기지 [14106],450.5,월드컵경기장(성산),6호선,10839.0
14107,마포구,월드컵파크3단지.난지천공원 [14107],1021.0,디지털미디어시티,공항철도1호선,63311.0
14108,마포구,월드컵파크3단지난지천공원 [14108],1004.7,월드컵경기장(성산),6호선,10839.0
14109,마포구,서부면허시험장 [14109],1378.6,수색,경의중앙선,6521.0
14110,마포구,서부면허시험장 [14110],1390.8,수색,경의중앙선,6521.0
14111,마포구,DMC첨단산업센터 [14111],1045.9,수색,경의중앙선,6521.0
14115,마포구,월드컵공원입구.문화비축기지입구 [14115],588.7,월드컵경기장(성산),6호선,10839.0
14116,마포구,월드컵파크3단지정문 [14116],897.6,디지털미디어시티,공항철도1호선,63311.0
14117,마포구,월드컵파크2단지.에스플렉스센터 [14117],727.1,디지털미디어시티,공항철도1호선,63311.0
14119,마포구,합정역 [14119],105.2,합정,2호선,98912.0
14132,용산구,마포역 [14132],22.8,마포,5호선,29845.0
14134,용산구,공덕역10번출구 [14134],99.4,공덕,공항철도1호선,83642.0
14142,용산구,공덕시장 [14142],235.1,공덕,6호선,83642.0
14143,용산구,신덕성결교회 [14143],498.2,공덕,5호선,83642.0
14149,용산구,공덕오거리 [14149],107.7,공덕,경의중앙선,83642.0
14150,용산구,공덕오거리 [14150],110.2,공덕,경의중앙선,83642.0
14153,용산구,공덕역 [14153],7.9,공덕,6호선,83642.0
14158,마포구,성산2동주민센터 [14158],636.7,가좌,경의중앙선,12364.0
14161,마포구,성산119안전센터 [14161],390.1,월드컵경기장(성산),6호선,10839.0
14162,마포구,성산아파트 [14162],299.7,월드컵경기장(성산),6호선,10839.0
14163,마포구,성산아파트 [14163],283.4,월드컵경기장(성산),6호선,10839.0
14166,마포구,상암초등학교 [14166],462.0,디지털미디어시티,공항철도1호선,63311.0
14169,서대문구,신촌로터리 [14169],180.2,신촌,2호선,85584.0
14170,서대문구,서강대학교 [14170],217.3,서강대,경의중앙선,4990.0
14172,용산구,광성중고등학교 [14172],347.2,대흥(서강대앞),6호선,21645.0
14174,용산구,대흥역 [14174],102.3,대흥(서강대앞),6호선,21645.0
14186,마포구,성산2교 [14186],549.8,가좌,경의중앙선,12364.0
14188,마포구,성미약수터 [14188],678.0,가좌,경의중앙선,12364.0
14195,마포구,마포구청역 [14195],139.8,마포구청,6호선,28872.0
14196,마포구,마포중앙도서관 [14196],299.3,마포구청,6호선,28872.0
14197,마포구,마포중앙도서관 [14197],372.1,마포구청,6호선,28872.0
14198,마포구,성산2교 [14198],355.6,가좌,경의중앙선,12364.0
14199,마포구,성산2교 [14199],398.3,가좌,경의중앙선,12364.0
14200,서대문구,광흥창역.서강동주민센터 [14200],91.2,광흥창(서강),6호선,19284.0
14203,서대문구,창전현대홈타운 [14203],335.8,서강대,경의중앙선,4990.0
14204,서대문구,신촌로터리 [14204],244.1,서강대,경의중앙선,4990.0
14205,서대문구,신촌로터리 [14205],162.1,신촌,2호선,85584.0
14207,서대문구,이화여대입구 [14207],111.5,이대,2호선,39920.0
14211,용산구,대흥교회 [14211],325.5,이대,2호선,39920.0
14212,용산구,서강대후문.마포아트센터 [14212],343.7,대흥(서강대앞),6호선,21645.0
14218,마포구,홀트아동복지회 [14218],107.1,합정,6호선,98912.0
14219,마포구,합정역 [14219],238.1,합정,2호선,98912.0
14224,마포구,홍대입구역 [14224],63.8,홍대입구,2호선,197667.0
14225,마포구,홍대입구역 [14225] 디지털,17.9,홍대입구,2호선,197667.0
14239,용산구,한국출판콘텐츠센터 [14239],432.2,광흥창(서강),6호선,19284.0
14241,용산구,용강동주민센터 [14241],481.3,마포,5호선,29845.0
14244,마포구,메세나폴리스 [14244],182.0,합정,2호선,98912.0
14245,마포구,마포한강푸르지오 [14245],182.0,합정,2호선,98912.0
14248,마포구,기업은행서교동지점(최규하대통령가옥) [14248],190.4,망원,6호선,36330.0
14251,마포구,망원시장.망원동월드컵시장입구 [14251],192.3,망원,6호선,36330.0
14252,마포구,마포구청역입구 [14252],433.1,마포구청,6호선,28872.0
