ARS,자치구,정류장이름,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
22904,서초구,국립국악원 [22904],21,3489.0,1519.0,63,10100.0,3168.0,7.9
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],24,5078.0,1774.0,65,13220.0,3699.0,18.7
22908,서초구,남부터미널.BC카드앞 [22908],59,6396.0,1626.0,166,19396.0,6180.0,13.4
22909,서초구,양재역엘타워빌딩 [22909],42,6284.0,2965.0,136,17214.0,5152.0,17.7
22913,관악구,서래초등학교 [22913],28,4899.0,996.0,99,15357.0,3274.0,16.5
22928,서초구,방배열린문화센터.가야치과병원 [22928],37,6006.0,1085.0,118,17048.0,1937.0,14.8
22931,서초구,신한은행 [22931],34,5822.0,609.0,121,17066.0,1752.0,16.4
22933,서초구,뉴코아백화점 [22933],27,4057.0,2078.0,62,10163.0,3453.0,11.5
22937,관악구,이수역2번출구 [22937],68,8419.0,1966.0,173,20794.0,3236.0,5.2
22945,서초구,서초1동주민센터 [22945],70,6750.0,598.0,176,19035.0,3494.0,13.2
22979,관악구,서울메트로 [22979],44,5603.0,1763.0,102,13446.0,3776.0,14.5
22980,서초구,서초구청 맞은편 [22980],44,5231.0,2100.0,107,16381.0,7195.0,9.5
22981,서초구,방배역3번출구 [22981],39,4909.0,1362.0,73,10885.0,2173.0,12.9
22983,서초구,대검찰청.서초경찰서 [22983],17,2631.0,1117.0,55,8844.0,2769.0,1.1
22984,서초구,불교TV.서초어린이집 [22984],4,1815.0,1493.0,14,4429.0,2517.0,8.7
22989,관악구,사당역 12번출구 [22989],79,10573.0,3666.0,181,23367.0,6182.0,15.0
22990,서초구,삼성래미안.이수역방향 [22990],36,5447.0,2860.0,56,10171.0,4556.0,6.6
22993,서초구,서울성모병원.서울지방조달청 [22993],16,3225.0,805.0,44,7436.0,1569.0,19.6
22994,서초구,아크로비스타 [22994],16,2626.0,610.0,59,8577.0,1700.0,11.4
23101,강남구,신사중학교 [23101],55,7581.0,3262.0,115,21902.0,11413.0,17.2
23102,강남구,✈️ 미성아파트 [23102],49,6467.0,2169.0,105,19611.0,9378.0,11.1
23103,강남구,광림교회.현대고등학교(new) [23103],36,5849.0,2161.0,123,18706.0,6700.0,13.4
23104,강남구,광림교회.현대고등학교 [23104],31,5045.0,1403.0,121,18446.0,7084.0,6.2
23108,강남구,신사역8번출구.가로수길 [23108],62,7617.0,1933.0,156,21297.0,5128.0,15.3
23109,강남구,신사역사거리 [23109],55,8400.0,3523.0,133,20731.0,7669.0,15.8
23110,강남구,신사역3번출구 [23110],63,7618.0,1909.0,149,21063.0,6009.0,19.4
23112,강남구,신사동고개 [23112],67,7696.0,2075.0,151,19193.0,3687.0,19.9
23114,강남구,학동역 [23114],56,7035.0,1800.0,147,18789.0,4050.0,20.8
23115,강남구,학동역6번출구 [23115],49,6758.0,1787.0,139,18647.0,3143.0,10.5
23116,강남구,영동시장 [23116],50,7502.0,2084.0,150,19793.0,3856.0,7.7
23117,강남구,영동시장 [23117],57,7739.0,2355.0,164,20760.0,3985.0,7.9
23118,강남구,학동역5번출구 [23118],52,6898.0,1786.0,143,18979.0,3885.0,13.2
23120,강남구,삼정호텔 [23120],61,7435.0,445.0,147,19080.0,910.0,203.6
23121,서초구,신논현역 [23121],56,7769.0,1078.0,134,19213.0,1945.0,126.5
23124,강남구,언북중학교입구 [23124],50,6688.0,2526.0,148,18752.0,5921.0,21.2
23125,강남구,제일은행.호림아트센터앞 [23125],45,6408.0,2631.0,118,16707.0,4789.0,22.5
23126,강남구,영동119안전센터 [23126],39,6258.0,1734.0,114,16210.0,4638.0,24.9
23128,강남구,강남구청역 [23128],49,6838.0,1757.0,118,16469.0,4115.0,8.9
23129,강남구,세관앞 [23129],58,7217.0,2403.0,143,18335.0,4321.0,8.2
23130,강남구,서울세관 [23130],54,6635.0,2257.0,140,18433.0,4291.0,12.6
23131,강남구,서울세관 [23131],55,6536.0,2130.0,143,18792.0,4915.0,12.3
23132,강남구,학동역 [23132],54,7088.0,1776.0,148,18611.0,4169.0,13.0
23135,강남구,강남구청역 [23135],48,6766.0,1753.0,115,16440.0,3990.0,1.8
23136,강남구,한국토지주택공사앞 [23136],38,5742.0,589.0,96,15520.0,1897.0,13.9
23138,강남구,아크로힐스논현 [23138],49,6323.0,1189.0,124,17484.0,2643.0,86.5
23139,강남구,논현아이파크 [23139],61,7185.0,1298.0,147,18610.0,3646.0,13.5
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],57,7411.0,2401.0,153,19186.0,4668.0,12.0
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],59,7430.0,2249.0,156,19573.0,4690.0,16.7
23142,강남구,논현아이파크 [23142],61,7157.0,1240.0,150,18618.0,3778.0,18.9
23143,강남구,국민은행논현동지점 [23143],54,6672.0,1246.0,134,17908.0,2836.0,56.1
23147,강남구,서울세관사거리 [23147],62,7454.0,2420.0,144,18521.0,4804.0,9.3
23148,강남구,현대아파트 [23148],47,6311.0,2927.0,94,16038.0,6822.0,10.3
23149,강남구,✈️ 압구정역 [23149],49,6270.0,2788.0,100,16361.0,6902.0,18.2
23151,강남구,신사동교회 [23151],52,6859.0,2581.0,146,18769.0,6063.0,15.5
23152,강남구,도산공원.호림아트센터앞 [23152],49,6692.0,2642.0,124,17594.0,5249.0,18.7
23156,강남구,압구정파출소 [23156],28,5233.0,2188.0,76,16508.0,8499.0,13.1
23157,강남구,압구정파출소 [23157],31,5371.0,2130.0,79,16354.0,7875.0,12.3
23158,강남구,✈️ 갤러리아백화점 [23158],27,4642.0,1752.0,71,14044.0,4835.0,11.2
23159,강남구,✈️ 갤러리아 백화점 [23159],31,5261.0,1735.0,76,14545.0,4818.0,24.0
23162,강남구,도산공원 [23162],50,6580.0,2560.0,120,17804.0,5155.0,10.9
23163,강남구,신구중학교 [23163],37,5973.0,1208.0,136,19423.0,6722.0,13.9
23165,강남구,청담초등학교 [23165],35,5748.0,1215.0,95,16224.0,5572.0,7.2
23166,강남구,청담동주민센터 [23166],50,7178.0,2152.0,127,19127.0,5764.0,12.6
23167,강남구,✈️ 프리마호텔 [23167],50,6866.0,1915.0,118,19248.0,8267.0,13.1
23168,강남구,✈️ 리베라호텔 [23168],27,5449.0,2984.0,78,13890.0,7792.0,15.3
23169,강남구,영동교입구 [23169],32,5701.0,2880.0,83,15199.0,7985.0,17.4
23170,강남구,청담역.경기고교 [23170],32,5142.0,2185.0,70,12895.0,6058.0,18.2
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],30,4702.0,2083.0,69,12327.0,6111.0,17.1
23173,강남구,진흥아파트 [23173],30,5258.0,2208.0,89,14131.0,4802.0,5.6
23174,강남구,청담천주교회 [23174],39,5859.0,2105.0,98,15449.0,4825.0,16.0
23175,강남구,청담2치안센터 [23175],52,7192.0,2286.0,124,17688.0,4293.0,11.9
23176,강남구,강남구청.강남세무서 [23176],27,4932.0,1856.0,82,14200.0,3725.0,10.7
23177,강남구,청담동래미안아파트 [23177],38,5723.0,1697.0,100,15142.0,2941.0,6.9
23178,강남구,강남구청역 [23178],40,5906.0,1610.0,102,15346.0,3039.0,11.8
23179,강남구,✈️ 프리마호텔 [23179],53,7151.0,1954.0,118,19214.0,8454.0,18.4
23180,강남구,농협앞 [23180],50,7287.0,2083.0,110,17016.0,4810.0,21.7
23182,강남구,청담초등학교앞 [23182],39,6026.0,1661.0,102,16807.0,5522.0,21.2
23183,강남구,청담2치안센터 [23183],54,7193.0,2227.0,121,17543.0,4210.0,17.1
23186,강남구,진흥아파트청담역 [23186],32,5329.0,2209.0,90,13927.0,4745.0,5.0
23187,강남구,청담역.경기고교 [23187],31,5123.0,2136.0,71,11370.0,3925.0,6.7
23190,강남구,봉은사.코엑스북문 [23190],18,3216.0,1104.0,57,9417.0,2135.0,105.4
23193,강남구,봉은사역5번출구.광동한방병원 [23193],30,4888.0,975.0,79,13896.0,4601.0,147.6
23194,강남구,노블발렌티웨딩홀 [23194],41,6724.0,2089.0,78,15826.0,7227.0,171.7
23196,강남구,강남경찰서면허시험장 [23196],27,6363.0,3504.0,59,13290.0,7377.0,10.7
23197,강남구,삼성역7번출구 [23197],13,2710.0,1190.0,66,11212.0,3606.0,14.7
23199,강남구,무역센터 [23199],16,2753.0,2104.0,64,10945.0,4085.0,6.5
23200,강남구,강남보건소.강남구립국제교육원 [23200],41,6174.0,1574.0,104,16469.0,2898.0,15.3
23202,강남구,포스코사거리 [23202],38,6223.0,2387.0,68,12541.0,4001.0,9.5
23204,강남구,센트럴아이파크.강남구도시관리공단 [23204],34,5039.0,1220.0,81,12837.0,3382.0,10.0
23205,강남구,삼성동서광아파트 [23205],40,6129.0,1773.0,97,14910.0,2996.0,8.2
23206,강남구,강남구청.강남세무서 [23206],22,4617.0,1951.0,88,14461.0,3746.0,5.6
23207,강남구,✈️ 청담역7번출구 [23207],34,5178.0,2274.0,86,13578.0,3934.0,16.9
23208,강남구,센트럴아이파크.강남구도시관리공단 [23208],36,5168.0,1215.0,84,13009.0,3180.0,17.2
23209,강남구,한별구립어린이집 [23209],37,6237.0,1189.0,79,12566.0,3177.0,16.7
23210,강남구,삼성중앙역.플래티넘아파트 [23210],35,5731.0,1012.0,86,13152.0,1889.0,157.5
23211,강남구,삼성중앙역.플래티넘아파트 [23211],36,5817.0,1046.0,85,13095.0,1943.0,145.4
23214,강남구,선릉역8번출구.선정릉 [23214],17,3772.0,1523.0,57,10606.0,2841.0,17.0
23216,강남구,한국토지주택공사앞 [23216],35,5719.0,602.0,88,14434.0,1010.0,18.0
23218,강남구,선릉역 [23218],18,4043.0,1718.0,42,10111.0,3120.0,15.8
23219,서초구,✈️ 도곡역2번출구.동부센트레빌[23219],9,2662.0,1505.0,23,6518.0,2656.0,9.0
23220,서초구,중대부고 [23220],9,2382.0,1540.0,20,5858.0,2608.0,10.9
23221,강남구,단대부고.대치아이파크아파트 [23221],5,1716.0,1063.0,23,6455.0,2851.0,13.2
23222,강남구,한티역2번출구.한티역3번출구.서울강남고용노동지청 [23222],14,3435.0,1148.0,30,7836.0,1981.0,28.2
23223,강남구,삼성아파트입구 [23223],24,4713.0,1644.0,58,11158.0,2984.0,27.1
23224,강남구,농협대치지점 [23224],27,4646.0,1757.0,64,10864.0,4080.0,17.7
23226,강남구,대치역1번출구 [23226],17,3740.0,2437.0,34,7960.0,4356.0,10.6
23227,강남구,래미안.대치.팰리스 [23227],10,2528.0,1335.0,28,7390.0,3482.0,14.6
23228,서초구,도곡역 [23228],10,3000.0,1484.0,23,6395.0,2596.0,12.4
23229,강남구,대치동우성아파트 [23229],11,2779.0,1341.0,32,7744.0,4088.0,16.6
23230,강남구,대치역8번출구 [23230],17,3634.0,2535.0,31,7832.0,4477.0,11.1
23231,강남구,대치역7번출구 [23231],13,3118.0,2434.0,26,7235.0,4388.0,11.2
23233,강남구,은마아파트 [23233],18,3449.0,2372.0,41,8285.0,4768.0,11.2
23234,강남구,은마파출소 [23234],27,4635.0,1772.0,65,10879.0,4051.0,10.8
23235,강남구,은마아파트 [23235],29,4160.0,1482.0,73,11326.0,3959.0,12.7
23236,강남구,대치동은마아파트 [23236],16,2579.0,1925.0,38,8350.0,6075.0,8.9
23237,강남구,은마아파트 [23237],10,1879.0,1879.0,30,7271.0,5855.0,10.9
23238,강남구,대치동미도아파트 [23238],12,2436.0,2436.0,23,6592.0,5673.0,16.3
23239,강남구,대치역6번출구.강남구민회관 [23239],14,3158.0,2535.0,25,7060.0,4386.0,11.3
23240,강남구,쌍용아파트 [23240],15,2738.0,2412.0,28,7265.0,5928.0,10.6
23243,강남구,강남경찰서.강남운전면허시험장 [23243],19,5770.0,3106.0,59,13210.0,7441.0,16.8
23244,강남구,삼성역 [23244],29,4908.0,2550.0,71,13453.0,6171.0,16.8
23245,강남구,휘문고.대치2동주민센터 [23245],29,4552.0,1584.0,71,13109.0,5195.0,11.3
23246,강남구,래미안하이스턴.대치순복음교회 [23246],28,4092.0,943.0,74,11596.0,4333.0,11.4
23247,강남구,대치현대아파트 [23247],38,5716.0,1842.0,75,13287.0,3753.0,10.5
23249,강남구,휘문중고등학교 [23249],26,4384.0,1084.0,81,13898.0,5098.0,5.4
23252,강남구,한티역 [23252],15,3577.0,1141.0,33,8712.0,2705.0,13.0
23253,강남구,도성초등학교 [23253],12,3158.0,1187.0,37,9660.0,2418.0,13.8
23257,강남구,도성초교사거리 [23257],15,3565.0,1180.0,40,10315.0,2755.0,11.2
23259,강남구,선릉역 [23259],20,4196.0,1739.0,44,10270.0,3393.0,9.5
23260,강남구,포스코빌딩 [23260],25,4984.0,2142.0,70,13328.0,4483.0,14.1
23261,강남구,대치사거리 [23261],26,4960.0,1838.0,69,13062.0,4215.0,12.4
23262,강남구,대치동현대아파트 [23262],30,5174.0,1724.0,75,13716.0,3744.0,16.5
23263,강남구,은마아파트입구사거리 [23263],30,5192.0,1761.0,62,11378.0,3133.0,10.9
23264,강남구,도곡초등학교 [23264],16,4155.0,617.0,48,10451.0,3129.0,18.9
23265,강남구,한티역2번출구.서울강남고용노동지청 [23265],16,3749.0,1150.0,32,8092.0,2168.0,12.8
23267,강남구,삼정호텔앞 [23267],61,7520.0,232.0,156,19547.0,828.0,273.1
23268,강남구,차병원 [23268],48,6290.0,586.0,149,18553.0,1278.0,22.9
23271,강남구,스포월드.라움아트센터 [23271],45,6496.0,1282.0,131,17611.0,2702.0,18.0
23273,강남구,아크로힐스논현 [23273],42,5925.0,1061.0,121,17168.0,2687.0,161.0
23278,강남구,KT강남지사 [23278],38,6173.0,1881.0,105,16702.0,3987.0,16.2
23279,강남구,KT강남지사 [23279],42,6505.0,1778.0,102,16722.0,3712.0,16.2
23280,강남구,아가방빌딩.하나은행 [23280],39,5787.0,1823.0,111,16474.0,4374.0,18.0
23281,서초구,역삼역.GS타워 [23281],49,6312.0,1897.0,118,16496.0,3082.0,14.6
23290,강남구,강남보건소.강남구립국제교육원 [23290],37,5825.0,1474.0,100,16221.0,2857.0,16.1
23291,서초구,역삼럭키아파트.역삼월드메르디앙아파트 [23291],33,5519.0,1081.0,75,12537.0,2574.0,13.6
23294,서초구,뱅뱅사거리.역삼동 [23294],36,5713.0,1519.0,104,15415.0,3452.0,13.7
23298,강남구,역삼자이아파트 [23298],23,4238.0,1737.0,66,12649.0,4432.0,12.8
23301,강남구,역삼동개나리아파트 [23301],8,2267.0,1005.0,52,10522.0,4165.0,12.5
23305,강남구,대한사회복지회 [23305],39,5630.0,1787.0,110,16314.0,4336.0,14.6
23306,강남구,한국자산신탁.르네상스호텔 [23306],33,5268.0,2271.0,82,14151.0,4696.0,17.6
23307,강남구,진선여자중고등학교 [23307],14,3600.0,1621.0,42,10434.0,3600.0,17.6
23308,강남구,역삼e-편한세상아파트 [23308],14,3485.0,1112.0,38,9483.0,2658.0,17.9
23309,강남구,한티역 [23309],15,3553.0,1147.0,29,8037.0,2599.0,19.4
23310,강남구,한티역7번출구 [23310],9,2525.0,1131.0,27,7285.0,2974.0,19.4
23311,서초구,역삼중학교.강남세브란스병원 [23311],14,3178.0,1713.0,31,7733.0,3353.0,19.4
23312,서초구,도곡1차IPARK.모커리한방병원 [23312],27,4638.0,1147.0,68,11977.0,3228.0,13.7
23314,서초구,도곡1동주민센터.역삼럭키아파트 [23314],34,5503.0,1113.0,73,12178.0,2470.0,26.8
23316,서초구,✈️ 도곡동 [23316],19,3623.0,2734.0,45,8526.0,4700.0,9.4
23317,서초구,매봉역양재최의원 [23317],39,4980.0,1487.0,92,11929.0,3033.0,6.8
23323,서초구,매봉역 [23323],36,4972.0,1169.0,93,11801.0,3011.0,16.0
23324,서초구,도곡개포한신아파트 [23324],20,3861.0,2872.0,45,8622.0,4700.0,13.4
23325,서초구,도곡동개포한신아파트 [23325],25,4509.0,2925.0,44,8545.0,4614.0,8.7
23326,서초구,우성캐릭터빌아파트 [23326],26,4443.0,2864.0,39,8350.0,4560.0,12.2
23327,서초구,군인공제회관 [23327],21,3446.0,2298.0,38,8249.0,4804.0,10.1
23329,서초구,숙명여고 [23329],20,3113.0,1984.0,37,7927.0,4700.0,13.3
23330,서초구,도곡렉슬아파트.강남세브란스병원 [23330],11,2701.0,1675.0,29,7265.0,3331.0,27.3
23331,강남구,한티역6번출구 [23331],11,2511.0,1169.0,23,6522.0,2233.0,26.6
23332,강남구,도곡렉슬아파트정문 [23332],6,1754.0,1104.0,22,6335.0,2689.0,17.8
23333,서초구,중대부고앞 [23333],4,1932.0,1418.0,22,5929.0,3021.0,11.7
23334,서초구,구룡중학교앞 [23334],4,1827.0,0.0,34,6516.0,457.0,456.6
23335,서초구,개포고등학교앞 [23335],25,3304.0,0.0,27,5138.0,0.0,561.4
23336,서초구,개포1단지 [23336],17,2456.0,40.0,29,5731.0,1549.0,299.5
23338,서초구,개포파크빌리지 [23338],19,4253.0,3276.0,36,8439.0,5643.0,8.2
23339,서초구,하나은행사거리 [23339],3,1905.0,1186.0,30,6520.0,2159.0,16.1
23340,서초구,현대아파트경남아파트 [23340],3,1830.0,1197.0,27,6573.0,2439.0,21.2
23341,서초구,우성3차아파트 [23341],4,1274.0,0.0,27,6261.0,1707.0,305.6
23343,서초구,개포고등학교 [23343],20,2930.0,0.0,28,5201.0,0.0,552.7
23344,서초구,개포1단지연금매장 [23344],23,3017.0,0.0,28,5389.0,512.0,463.0
23345,서초구,래미안블레스티지아파트 [23345],11,2254.0,930.0,28,6024.0,1868.0,181.6
23346,서초구,시립개포도서관 [23346],17,2166.0,0.0,32,6397.0,2025.0,394.0
23347,서초구,개포3단지.수도전기공고후문 [23347],3,1531.0,820.0,35,6785.0,2632.0,207.1
23348,서초구,개포3단지.수도전기공고후문 [23348],2,1608.0,996.0,32,6502.0,2475.0,157.6
23349,서초구,디에이치아너힐즈 [23349],5,2211.0,1919.0,8,4569.0,3413.0,17.1
23350,서초구,주공4단지 [23350],3,1960.0,1960.0,8,4594.0,3479.0,17.1
23351,서초구,경기여고 [23351],8,2419.0,1196.0,20,5927.0,2458.0,4.1
23353,서초구,개포주공5단지경기여고 [23353],11,2867.0,1196.0,20,6062.0,2453.0,13.3
23354,서초구,개포동역.개포시장 [23354],14,3151.0,1252.0,23,6325.0,2278.0,14.3
23355,강남구,개포시장.개포5단지상가 [23355],13,3004.0,996.0,23,6886.0,2909.0,176.8
23359,강남구,공무원아파트 [23359],8,2096.0,517.0,19,6016.0,1980.0,256.4
23360,강남구,개원중학교 [23360],6,2344.0,1379.0,20,5791.0,2628.0,2.9
23361,강남구,개포주공7단지앞 [23361],13,2738.0,1346.0,35,8460.0,5084.0,6.6
23362,강남구,✈️ 개포동(연금매장) [23362],17,3791.0,2928.0,34,8491.0,5457.0,14.4
23363,서초구,현대아파트 [23363],3,1893.0,1175.0,30,7146.0,2416.0,20.7
23364,서초구,개포래미안포레스트 [23364],5,2369.0,1199.0,33,7061.0,2360.0,11.1
23367,서초구,능인선원앞 [23367],39,6414.0,2984.0,102,14001.0,4926.0,6.1
23368,서초구,구룡사입구 [23368],54,7810.0,3096.0,146,17678.0,4974.0,9.5
23369,서초구,국악고교사거리 [23369],93,9464.0,1204.0,219,24164.0,3868.0,5.3
23370,서초구,삼호물산 [23370],66,7588.0,1139.0,201,21575.0,1733.0,11.6
23379,서초구,구룡초등학교 [23379],9,2616.0,1088.0,41,8151.0,2000.0,95.6
23380,송파구,수서삼성아파트앞 [23380],1,1269.0,588.0,7,3560.0,998.0,10.0
23381,송파구,일원본동주민센터 [23381],13,3061.0,589.0,21,5433.0,988.0,11.3
23384,송파구,일원본동주민센터 [23384],9,2576.0,611.0,14,4830.0,1010.0,23.7
23385,송파구,수서119.안전센터앞 [23385],7,1693.0,614.0,18,3790.0,1021.0,19.9
23386,송파구,삼성서울병원정문 [23386],12,2482.0,606.0,44,8123.0,2778.0,262.6
23388,송파구,일원역 [23388],12,2687.0,467.0,34,7095.0,2079.0,186.9
23389,송파구,삼성서울병원후문 [23389],20,3419.0,1188.0,69,8597.0,1999.0,20.2
23392,송파구,삼성서울병원사거리 [23392],32,4669.0,1258.0,69,10571.0,2369.0,12.3
23393,송파구,강남한양수자인아파트 [23393],2,1255.0,1174.0,14,6637.0,5147.0,19.7
23395,강남구,대치아파트 [23395],6,2224.0,1360.0,23,5902.0,2745.0,13.1
23397,송파구,대청역 [23397],9,2458.0,0.0,38,7218.0,0.0,539.8
23401,송파구,✈️ 수서역(현대벤처빌) [23401],24,4128.0,1842.0,63,11863.0,5128.0,26.0
23402,송파구,수서역 [23402],30,4789.0,1788.0,67,12597.0,5994.0,19.2
23403,송파구,수서역KT수서지점 [23403],28,4650.0,1637.0,68,13151.0,6659.0,23.1
23404,송파구,수서역KT수서지점 [23404],30,4319.0,1613.0,60,9638.0,3549.0,14.6
23405,송파구,세곡동주민센터 [23405],26,3648.0,599.0,63,8294.0,1180.0,23.7
23406,송파구,궁마을 [23406],19,2398.0,624.0,36,5158.0,1722.0,14.4
23407,송파구,궁마을 [23407],19,2380.0,625.0,36,5364.0,1738.0,17.1
23408,송파구,수서역6번출구 [23408],23,3980.0,1766.0,59,10719.0,4212.0,20.5
23409,송파구,수서역5번.출구 [23409],22,3842.0,1819.0,58,10736.0,4414.0,25.6
23410,송파구,수서역.로즈데일빌딩 [23410],23,3978.0,1958.0,59,11251.0,4911.0,20.7
23411,송파구,세곡문화복지회관 [23411],25,3575.0,599.0,63,8084.0,1219.0,18.4
23412,송파구,은곡마을.LH이편한세상 [23412],17,3380.0,1186.0,51,8731.0,2189.0,4.4
23422,송파구,세곡동사거리 [23422],24,3804.0,2233.0,37,6816.0,3657.0,14.4
23423,송파구,방죽마을 [23423],43,5395.0,655.0,63,9554.0,1907.0,21.1
23424,송파구,래미안포레아파트 [23424],28,4140.0,1227.0,54,8605.0,2184.0,24.4
23425,송파구,쟁골마을 [23425],14,2562.0,598.0,23,4974.0,1519.0,18.5
23426,송파구,쟁골마을 [23426],13,2560.0,600.0,31,5585.0,1394.0,22.9
23427,송파구,래미안포레아파트 [23427],20,3461.0,1265.0,50,7978.0,2203.0,10.8
23432,강남구,영동고교앞 [23432],37,5399.0,1610.0,108,15903.0,3333.0,18.1
23434,송파구,은곡마을진입로 [23434],28,4561.0,1198.0,51,8403.0,2700.0,10.6
23435,강남구,탄천교 [23435],15,3982.0,2738.0,38,9387.0,5407.0,16.5
23436,강남구,우성아파트 [23436],15,3854.0,2774.0,35,8809.0,5381.0,18.7
23437,송파구,세곡푸르지오.은곡삼거리 [23437],7,3086.0,2750.0,32,8644.0,5745.0,10.4
23438,강남구,삼성역 [23438],29,4888.0,2509.0,71,13484.0,6211.0,12.5
23439,송파구,세곡푸르지오 [23439],14,2954.0,1726.0,40,8732.0,4356.0,15.7
23442,송파구,"세곡2지구3,4단지 [23442]",1,940.0,603.0,25,5378.0,2376.0,20.1
23445,서초구,개포우성아파트 [23445],21,4535.0,3678.0,39,8850.0,5845.0,15.3
23446,송파구,래미안강남힐즈 [23446],22,3448.0,1220.0,42,6184.0,2041.0,11.7
23447,송파구,세곡중학교.세명초등학교 [23447],4,1922.0,1292.0,14,3719.0,2162.0,10.3
23449,송파구,일원동한솔아파트 [23449],15,3257.0,1360.0,28,5757.0,2276.0,9.8
23450,송파구,시립수서청소년센터 [23450],1,1726.0,605.0,8,4157.0,1021.0,18.8
23453,강남구,포스코사거리 [23453],38,6118.0,2230.0,69,12749.0,3957.0,14.7
23456,서초구,그랑프리백화점 [23456],12,3240.0,1359.0,23,6300.0,2395.0,87.6
23457,서초구,개포중학교 [23457],5,2097.0,1149.0,26,5846.0,2007.0,102.6
23459,서초구,개포주공1단지아파트 [23459],8,2612.0,1737.0,38,8724.0,5003.0,17.5
23462,송파구,영희초등학교 [23462],32,4237.0,266.0,77,11823.0,1872.0,261.8
23463,송파구,못골마을.LH강남아이파크 [23463],15,2935.0,1020.0,55,8148.0,2107.0,5.2
23464,송파구,못골마을 [23464],17,2815.0,981.0,59,8710.0,2113.0,12.9
23465,송파구,태화기독교.사회복지관 [23465],5,1518.0,614.0,15,3698.0,1040.0,13.3
23468,서초구,도곡교회.인바디빌딩 [23468],25,4271.0,2004.0,71,11622.0,6030.0,5.0
23469,서초구,강남세브란스병원 [23469],8,2415.0,1732.0,26,6519.0,2956.0,18.5
23470,서초구,도곡교회.인바디빌딩.건너 [23470],22,3780.0,1999.0,62,10806.0,6006.0,13.4
23471,송파구,래미안강남힐즈 [23471],11,2210.0,1205.0,34,5802.0,2190.0,7.5
23473,강남구,강남경찰서.강남운전면허시험장 [23473],30,6576.0,3559.0,58,13138.0,7408.0,18.7
23479,서초구,개포동역 [23479],12,3114.0,1460.0,23,6135.0,2274.0,50.8
23482,송파구,세곡푸르지오 [23482],11,2268.0,1368.0,33,8044.0,5055.0,3.9
23488,서초구,럭키아파트 [23488],25,4128.0,1180.0,61,10644.0,2090.0,15.0
23492,강남구,개포4단지6단지 [23492],12,2875.0,1721.0,37,9220.0,6318.0,231.0
23493,서초구,개포4단지5단지 [23493],10,2663.0,1172.0,22,6064.0,2896.0,66.3
23494,서초구,강남역12번출구(A) [23494],45,6362.0,2648.0,101,16202.0,4339.0,14.1
23500,강남구,학여울역 [23500],15,3246.0,2783.0,17,5550.0,4669.0,15.2
23501,강남구,학여울역 [23501],15,3428.0,2966.0,16,5509.0,4608.0,22.1
23505,서초구,현대1차우성아파트 [23505],4,1882.0,1052.0,17,5506.0,1998.0,170.3
23508,강남구,개포4단지7단지 [23508],19,3428.0,2294.0,33,8191.0,5342.0,118.7
23509,강남구,총회회관.휘문고입구 [23509],26,5166.0,2308.0,68,12644.0,5559.0,12.7
23510,서초구,예림당아트홀.신한은행전산센터 [23510],25,4653.0,1757.0,60,12007.0,3322.0,12.3
23511,강남구,새마을운동중앙회 [23511],21,4653.0,2707.0,55,11078.0,5786.0,15.9
23512,서초구,총지사 [23512],38,5943.0,1345.0,99,15596.0,2804.0,18.3
23515,서초구,우성3차아파트 [23515],8,1851.0,0.0,31,6578.0,1352.0,392.3
23516,서초구,우성6차아파트 [23516],10,2836.0,1444.0,69,11556.0,5120.0,132.3
23521,송파구,코원에너지서비스 [23521],4,2800.0,2165.0,14,6450.0,5240.0,10.3
23525,서초구,삼익아파트앞 [23525],12,2381.0,789.0,55,9437.0,2549.0,15.0
23526,송파구,래미안포레아파트 [23526],18,3134.0,1222.0,46,7357.0,2060.0,21.5
23528,송파구,세곡2지구3.4단지 [23528],1,920.0,603.0,27,5517.0,2356.0,21.3
23529,서초구,도곡한신아파트 [23529],35,4971.0,1730.0,127,14896.0,3128.0,12.5
23537,송파구,은곡마을입구.리엔파크2단지 [23537],15,3286.0,1186.0,50,8632.0,2170.0,14.7
23827,서초구,✈️ 양재동 [23827],73,7841.0,1673.0,149,19302.0,5484.0,14.1
23828,서초구,✈️ 도곡동 [23828],20,3763.0,2813.0,45,8604.0,4720.0,5.8
23829,서초구,✈️ 타워팰리스 [23829],21,3446.0,2298.0,38,8249.0,4804.0,10.1
23830,강남구,✈️ 대치동 [23830],17,3678.0,2436.0,30,7703.0,4415.0,10.6
23831,강남구,✈️ 학여울역 [23831],12,2435.0,2435.0,25,6673.0,5653.0,11.2
23832,강남구,✈️ 개포동 [23832],11,2629.0,1379.0,36,8541.0,5203.0,20.3
23838,강남구,✈️ 학여울역 [23838],12,2212.0,2212.0,27,7125.0,5755.0,9.5
23839,강남구,✈️ 대치동(하나은행) [23839],18,3813.0,2418.0,34,8097.0,4375.0,13.9
23840,서초구,✈️ 타워펠리스 [23840],19,3113.0,1961.0,37,7886.0,4699.0,16.9
23841,서초구,✈️ 양재동 [23841],68,7313.0,1711.0,149,19103.0,5247.0,16.6
